PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (46 nm) auto fluorescence outcome,Supplier
170465473,NCGC00016373-08,3,20,,,,active antagonist,active antagonist,5.054294622,-70.20169105,active antagonist,28.97302806,-52.82037996,active antagonist,7.139380916,-72.31130717,active antagonist,6.007040417,-91.75890717,inactive,Microsource
144211088,NCGC00254675-01,3,20,,,,active antagonist,active antagonist,4.622708932,-69.95657976,active agonist,17.37386926,91.89279586,active antagonist,0.173738693,-51.6919126,active antagonist,34.66542659,-109.9915529,inactive,LightBiologicals
144211389,NCGC00254973-01,3,20,,,,active antagonist,active antagonist,3.889524836,-69.94035873,inconclusive agonist,21.87240551,67.06283263,inconclusive antagonist,21.87240551,-99.4210068,active antagonist,15.48447727,-84.4084513,inactive,EPA
144208903,NCGC00259254-01,3,20,,,,active antagonist,active antagonist,19.58446887,-69.83322758,inactive,,0,active antagonist,20.74492161,-115.7937784,active antagonist,20.35065838,-69.03165299,inconclusive,SIGMA
144209062,NCGC00259413-01,3,20,,,,active antagonist,active antagonist,34.50432025,-69.60334127,inconclusive agonist,46.01225055,81.26447028,active antagonist,45.13777455,-45.03762431,active antagonist,20.95109905,-60.48469559,inactive,SigmaAldrich
144209373,NCGC00259724-01,3,20,,,,active antagonist,active antagonist,14.40013952,-69.37623116,inactive,,0,active antagonist,9.085873794,-38.31220409,active antagonist,21.96342336,-35.21353943,inactive,SIGMA
144208796,NCGC00259147-01,3,20,,,,active antagonist,active antagonist,21.9661013,-69.27928325,active agonist,47.32453071,136.5264058,inconclusive antagonist,21.9661013,-110.7930665,inactive,,0,inactive,SigmaAldrich
144209427,NCGC00259778-01,3,20,,,,active antagonist,active antagonist,1.686509982,-69.02756236,active agonist,11.05746524,109.7866856,inconclusive antagonist,1.752490139,-59.31803464,active antagonist,20.43253488,-116.0848422,inactive,SIGMA
144209222,NCGC00259573-01,3,20,,,,active antagonist,active antagonist,8.739532103,-68.82764702,inconclusive,,,active antagonist,6.18711491,-45.08993547,active antagonist,14.39311678,-103.7451682,inactive,ABCR
144208465,NCGC00258819-01,3,20,,,,active antagonist,active antagonist,12.22755939,-68.39752116,inconclusive agonist,,,active antagonist,13.71954729,-91.01624667,active antagonist,15.99581778,-94.42595068,inactive,SIGMA
144207253,NCGC00257609-01,3,20,,,,active antagonist,active antagonist,1.586610357,-67.81359853,active agonist,9.271221394,98.355967,active antagonist,0.46466178,-71.02142461,active antagonist,13.60829195,-107.2226781,inactive,Spectrum Chemical
144211300,NCGC00254885-01,3,20,,,,active antagonist,active antagonist,2.973239419,-66.98813558,active agonist,24.54124262,51.17618771,active antagonist,1.875987248,-63.52385698,inconclusive agonist,,,inactive,SIGMA
144208884,NCGC00259235-01,3,20,,,,active antagonist,active antagonist,37.41712812,-66.93498955,active agonist,43.62516856,72.13983953,inconclusive antagonist,36.70600488,-47.85698677,inactive,,0,inactive,SigmaAldrich
144207527,NCGC00257883-01,3,20,,,,active antagonist,active antagonist,30.5858897,-66.41206168,inconclusive agonist,48.47536837,58.30222205,active antagonist,2.165315167,-36.75876169,active antagonist,38.50535378,-99.90687248,inactive,SigmaAldrich
144209508,NCGC00259859-01,3,20,,,,active antagonist,active antagonist,20.87646391,-66.37710934,inactive,,0,inconclusive antagonist,22.11347216,-59.71433326,active agonist,24.81172386,52.48336564,inactive,Sensient
170466727,NCGC00091258-05,3,20,,,,active antagonist,active antagonist,1.693014018,-65.7071859,active agonist,15.08900332,63.36939479,active antagonist,0.67400102,-49.78741352,active antagonist,16.29273099,-82.68544299,inactive,Vitas
144213915,NCGC00257343-01,3,20,,,,active antagonist,active antagonist,25.50447264,-65.68909038,active agonist,19.49618696,103.6490419,active antagonist,29.73603197,-43.25056082,active antagonist,51.87399323,-123.9632496,inactive,SIGMA
144211763,NCGC00255508-01,3,20,,,,active antagonist,active antagonist,6.616368952,-65.4266276,active antagonist,56.74832509,-52.50856474,active antagonist,11.76575268,-72.30575838,active antagonist,12.7043675,-101.8369821,inactive,SIGMA
144211642,NCGC00255384-01,3,20,,,,active antagonist,active antagonist,15.48447727,-65.03742695,inconclusive agonist,19.49380193,47.91657723,active antagonist,14.90149639,-46.38937012,active antagonist,17.37386926,-50.65594248,inactive,Pfaltz-Bauer
144208850,NCGC00259201-01,3,20,,,,active antagonist,active antagonist,12.34190571,-65.00264698,active agonist,6.552125751,49.01975189,active antagonist,20.71964089,-91.17699407,active antagonist,13.32648323,-88.84973121,inconclusive,SigmaAldrich
144209066,NCGC00259417-01,3,20,,,,active antagonist,active antagonist,17.98291527,-64.78228134,active agonist,14.28433734,36.71033644,inconclusive antagonist,21.78679921,-67.01571978,active antagonist,40.25873255,-101.513256,inactive,SIGMA
144208778,NCGC00259129-01,3,20,,,,active antagonist,active antagonist,18.52285526,-64.62898813,inconclusive agonist,35.56651117,62.18941388,active antagonist,16.82833954,-53.15760983,inactive,,0,inactive,SigmaAldrich
170464773,NCGC00164576-04,3,20,,,,active antagonist,active antagonist,18.99592971,-64.3166989,active agonist,25.3314794,67.16076887,inconclusive antagonist,,,active antagonist,23.91445864,-98.53849488,inactive,Bosche
144212795,NCGC00256662-01,3,20,,,,active antagonist,active antagonist,5.819645745,-64.16178395,active agonist,7.760622329,65.40962831,inconclusive antagonist,,-7.669057231,active antagonist,37.4308666,-78.36665111,inactive,LightBiologicals
144208820,NCGC00259171-01,3,20,,,,active antagonist,active antagonist,10.9836333,-64.03625284,active agonist,27.58963945,55.78829702,active antagonist,12.80597622,-67.41914718,inactive,,0,inactive,SigmaAldrich
170466391,NCGC00262908-01,3,20,,,,active antagonist,active antagonist,7.56241583,-63.82655729,active agonist,0.67400102,65.36942085,inconclusive antagonist,9.520517464,-52.29593322,active antagonist,2.485004737,-95.27876116,,GVK
144212534,NCGC00255514-01,3,20,,,,active antagonist,active antagonist,5.494099862,-63.66465543,active agonist,16.09026567,72.55877275,active antagonist,8.70756147,-64.42860884,active antagonist,21.87240551,-83.03577508,inactive,LightBiologicals
144211903,NCGC00255294-01,3,20,,,,active antagonist,active antagonist,8.379727229,-63.28178267,active agonist,4.364118645,46.64135288,inconclusive antagonist,12.2997575,-56.35301759,active antagonist,21.04892313,-89.90885281,inactive,LightBiologicals
144211905,NCGC00255969-01,3,20,,,,active antagonist,active antagonist,34.66542659,-63.24940094,inconclusive agonist,32.72627301,58.75964203,active antagonist,41.99812308,-46.50857682,active antagonist,23.61728019,-33.1201779,inactive,LightBiologicals
144212680,NCGC00255277-01,3,20,,,,active antagonist,active antagonist,7.293222515,-63.24446214,inconclusive agonist,15.41414585,51.63383409,active antagonist,14.27532916,-64.28714432,active antagonist,38.71858381,-109.7821364,inactive,LightBiologicals
170465523,NCGC00095303-04,3,20,,,,active antagonist,active antagonist,1.793331405,-62.19594843,active agonist,2.13137837,43.76497366,active antagonist,2.391445864,-53.96374325,active antagonist,1.508900332,-64.86893646,inactive,Vitas
144210755,NCGC00254381-01,3,20,,,,active antagonist,active antagonist,8.064235741,-62.08451005,active agonist,4.119993672,47.31847955,active antagonist,13.02856395,-74.58695002,active antagonist,14.90149639,-99.68752651,inactive,Pfizer
144211246,NCGC00254831-01,3,20,,,,active antagonist,active antagonist,21.87240551,-62.04061148,inactive,,0,active antagonist,12.2997575,-32.30357997,inactive,,0,inactive,SIGMA
144211684,NCGC00255225-01,3,20,,,,active antagonist,active antagonist,14.90149639,-61.96876101,inconclusive agonist,21.87240551,84.80897408,active antagonist,23.16842701,-50.55551548,active antagonist,21.87240551,-82.54460458,inconclusive,SIGMA
144212551,NCGC00255713-01,3,20,,,,active antagonist,active antagonist,0.087075615,-61.88830101,inactive,,0,active antagonist,0.346654266,-59.03863006,active antagonist,3.089559397,-105.4688905,inactive,LightBiologicals
170466396,NCGC00094381-06,3,20,,,,active antagonist,active antagonist,8.987948059,-61.86408122,active agonist,25.3314794,107.1940064,active antagonist,7.003694936,-45.24717593,inactive,,0,inactive,Tocris
170464693,NCGC00091455-09,3,20,,,,active antagonist,active antagonist,2.683246392,-61.72522843,inactive,,0,active antagonist,1.973909426,-40.46241241,inconclusive antagonist,,,inactive,Microsource
144208907,NCGC00259258-01,3,20,,,,active antagonist,active antagonist,5.86168065,-61.70958957,active agonist,13.12266838,58.54029115,active antagonist,11.92217485,-118.1088803,active antagonist,13.3769002,-81.44559615,inactive,SIGMA
144211559,NCGC00255326-01,3,20,,,,active antagonist,active antagonist,4.712266915,-61.40843026,active agonist,4.712266915,59.47136408,active antagonist,9.402208593,-43.48525313,active antagonist,12.78095233,-88.0116833,inactive,SIGMA
144210986,NCGC00254577-01,3,20,,,,active antagonist,active antagonist,9.770044661,-61.3795823,active agonist,12.2997575,69.4151788,active antagonist,11.61171984,-37.78145567,active antagonist,59.32392566,-120.5997089,inactive,LightBiologicals
144208626,NCGC00258979-01,3,20,,,,active antagonist,active antagonist,10.77868202,-61.1815226,inconclusive agonist,,,active antagonist,6.800888583,-44.32777121,inactive,,0,inactive,SigmaAldrich
144210791,NCGC00254293-01,3,20,,,,active antagonist,active antagonist,23.16842701,-61.15026737,inconclusive agonist,,,inconclusive antagonist,19.49380193,-54.62771592,active antagonist,30.89559397,-54.63115119,inconclusive,LightBiologicals
170465184,NCGC00015735-11,3,20,,,,active antagonist,active antagonist,0.682482038,-60.30365795,active agonist,0.329173268,32.70698687,inconclusive antagonist,0.826845865,-47.40230614,inconclusive antagonist,0.065678702,-25.85505358,inactive,Vitas
144210709,NCGC00254258-01,3,20,,,,active antagonist,active antagonist,17.37386926,-60.29398356,inconclusive agonist,21.87240551,39.08964398,active antagonist,12.78095233,-63.15079189,active antagonist,27.53572711,-121.9717712,inactive,LightBiologicals
144207601,NCGC00257957-01,3,20,,,,active antagonist,active antagonist,22.92846601,-60.27418278,inconclusive agonist,22.06522366,43.68220212,active antagonist,20.43501684,-53.90439057,active antagonist,17.52703016,-74.36731931,inconclusive,City Chemical
170466621,NCGC00016627-04,3,20,,,,active antagonist,active antagonist,9.520517464,-59.86371709,inactive,,0,active antagonist,10.68219629,-49.94573624,active antagonist,22.57670478,-87.27023868,inactive,Prestwick
144208909,NCGC00259260-01,3,20,,,,active antagonist,active antagonist,3.10619906,-59.85555883,active agonist,3.290252926,44.62514243,active antagonist,10.20694915,-82.03794771,active antagonist,19.59879111,-92.81250911,inactive,Sensient
144208548,NCGC00258902-01,3,20,,,,active antagonist,active antagonist,5.174709736,-59.83940006,inconclusive agonist,,13.83169707,inconclusive antagonist,18.01161524,-74.64033977,active antagonist,43.53975631,-86.4987869,inactive,SIGMA
144210674,NCGC00254400-01,3,20,,,,active antagonist,active antagonist,10.3489562,-59.79421077,inconclusive agonist,9.770044661,46.67439025,active antagonist,20.25644434,-66.95504771,active antagonist,54.94099862,-92.83992421,inactive,SIGMA
144213427,NCGC00257082-01,3,20,,,,active antagonist,active antagonist,24.54124262,-59.76458019,inactive,,0,active antagonist,36.02161789,-76.06287239,active antagonist,54.94099862,-113.228143,inactive,LightBiologicals
144208738,NCGC00259090-01,3,20,,,,active antagonist,active antagonist,16.38794384,-59.72387286,inconclusive agonist,,,inconclusive antagonist,9.761677756,-41.73517282,active antagonist,50.83831339,-106.0750653,inactive,Sensient
144211272,NCGC00254857-01,3,20,,,,active antagonist,active antagonist,9.402208593,-59.72379365,active agonist,17.37386926,56.15492657,active antagonist,12.78095233,-49.15656065,active antagonist,10.96217041,-96.58287303,inactive,SIGMA
144212306,NCGC00255736-01,3,20,,,,active antagonist,active antagonist,9.402208593,-59.6459458,active agonist,41.99812308,36.31140638,active antagonist,9.048221322,-62.65818765,inactive,,0,inactive,Enamine
170465121,NCGC00092386-13,3,20,,,,active antagonist,active antagonist,21.3137837,-59.49732539,inactive,,0,active antagonist,23.91445864,-40.86437872,inconclusive antagonist,21.3137837,-60.56730393,inactive,Microsource
144212384,NCGC00255707-01,3,20,,,,active antagonist,active antagonist,5.181053883,-59.43934194,active antagonist,45.29859959,-40.33003948,active antagonist,16.38393095,-63.20703862,active antagonist,14.32467495,-97.7786517,inactive,Acros
144211172,NCGC00254758-01,3,20,,,,active antagonist,active antagonist,19.49380193,-58.70424188,active agonist,19.49380193,56.70672814,active antagonist,17.37386926,-56.83693547,active antagonist,48.96621656,-121.2272249,inactive,SIGMA
170464828,NCGC00159455-09,3,20,,,,active antagonist,active antagonist,5.353780407,-58.43532633,inconclusive agonist,8.485170121,56.43798255,inconclusive antagonist,18.99592971,-65.48526557,active antagonist,8.165708775,-59.14385777,inactive,Tocris
170464884,NCGC00179665-04,3,20,,,,active antagonist,active antagonist,9.520517464,-58.38488604,inconclusive agonist,17.93331405,35.55251069,inconclusive antagonist,13.44808836,-77.23632968,inconclusive antagonist,26.83246392,-89.10659419,inactive,Prestwick
144209162,NCGC00259513-01,3,20,,,,active antagonist,active antagonist,2.619670913,-58.22718403,inconclusive,,,inconclusive antagonist,7.731196969,-78.71294045,active antagonist,48.78055509,-95.3488782,inactive,LKT Lab
144209336,NCGC00259687-01,3,20,,,,active antagonist,active antagonist,19.52719737,-58.18432335,inactive,,0,inconclusive antagonist,19.52719737,-73.76913394,inconclusive antagonist,29.21728898,-49.05391971,inactive,SigmaAldrich
144207733,NCGC00258089-01,3,20,,,,active antagonist,active antagonist,16.34982807,-57.86299387,inconclusive agonist,17.31861628,74.36401475,inconclusive antagonist,24.46319572,-47.59641435,active antagonist,10.92730814,-73.16363644,inactive,SIGMA
144212722,NCGC00255557-01,3,20,,,,active antagonist,active antagonist,6.405650141,-57.84690528,inconclusive agonist,15.48447727,37.18984271,active antagonist,5.088188769,-42.04225981,active antagonist,12.78095233,-99.24279222,inactive,Crescent
144211877,NCGC00255427-01,3,20,,,,active antagonist,active antagonist,24.54124262,-57.74501463,active agonist,59.32392566,38.11011758,inconclusive antagonist,23.16842701,-47.58881913,active antagonist,57.09041697,-70.28067183,inactive,LightBiologicals
144213595,NCGC00257170-01,3,20,,,,active antagonist,active antagonist,21.87240551,-57.60434976,active agonist,12.2997575,30.31836297,active antagonist,32.72627301,-44.22762673,inconclusive antagonist,43.64118645,-61.7339824,inactive,LightBiologicals
170465629,NCGC00181026-02,3,20,,,,active antagonist,active antagonist,2.391445864,-57.4995421,inconclusive antagonist,18.99592971,-65.19347858,active antagonist,4.77156181,-44.62938346,active antagonist,21.3137837,-110.4109313,inactive,SIGMA
144209342,NCGC00259693-01,3,20,,,,active antagonist,active antagonist,21.88311018,-57.45736275,inconclusive agonist,,,active antagonist,26.00812519,-55.68455122,inactive,,0,inactive,SIGMA
170465646,NCGC00166309-02,3,20,,,,active antagonist,active antagonist,2.391445864,-57.43610037,inconclusive agonist,,,inconclusive antagonist,,,inconclusive antagonist,,,inactive,SIGMA
170465310,NCGC00094748-07,3,20,,,,active antagonist,active antagonist,9.520517464,-57.34718569,active agonist,8.165708775,40.61001826,active antagonist,12.4545265,-51.03753673,active antagonist,26.83246392,-92.72778777,inactive,Microsource
144210632,NCGC00254121-01,3,20,,,,active antagonist,active antagonist,18.63400519,-57.09364393,inactive,,0,inconclusive antagonist,11.75726243,-59.51689249,inactive,,0,inactive,SIGMA
144212952,NCGC00256901-01,3,20,,,,active antagonist,active antagonist,43.64118645,-57.0475601,inconclusive agonist,54.94099862,37.45341269,inconclusive antagonist,43.64118645,-51.88339232,active antagonist,54.94099862,-56.25176686,inactive,MP Biomedicals
144211307,NCGC00254892-01,3,20,,,,active antagonist,active antagonist,6.640783595,-57.02343198,active agonist,12.75124708,70.82257802,active antagonist,5.076362895,-49.64713519,active antagonist,10.52493271,-80.56086327,inactive,SIGMA
170466440,NCGC00164506-02,3,20,,,,active antagonist,active antagonist,1.56793199,-56.99143189,active agonist,1.508900332,45.30976328,active antagonist,2.13137837,-54.98721847,active antagonist,0.881712953,-56.33285558,inactive,Labotest
144207502,NCGC00257858-01,3,20,,,,active antagonist,active antagonist,55.02839588,-56.78080218,inconclusive agonist,38.95712089,56.51201433,inconclusive antagonist,77.7296752,-48.27854191,active antagonist,38.95712089,-96.94841866,inactive,SIGMA
144212310,NCGC00255683-01,3,20,,,,active antagonist,active antagonist,6.164481435,-56.77649406,active agonist,26.49902421,56.28323901,active antagonist,2.973239419,-37.75940178,inactive,,0,inactive,Enamine
170465712,NCGC00013058-02,3,20,,,,active antagonist,active antagonist,0.425265894,-56.72606495,active agonist,1.508900332,71.18462779,active antagonist,1.397420857,-77.90869822,active antagonist,2.13137837,-81.64412539,inactive,SIGMA
170465248,NCGC00159336-03,3,20,,,,active antagonist,active antagonist,2.301409423,-56.59280726,inactive,,0,active antagonist,2.582223844,-56.39317103,inactive,,0,inactive,Vitas
144210620,NCGC00253994-01,3,20,,,,active antagonist,active antagonist,10.1522713,-56.48307267,inactive,,0,active antagonist,14.34046438,-74.23329499,inconclusive antagonist,43.64118645,-66.06252452,inactive,SIGMA
170466307,NCGC00015424-11,3,20,,,,active antagonist,active antagonist,9.520517464,-56.41052743,inactive,,0,active antagonist,15.08900332,-83.24657911,inconclusive antagonist,21.3137837,-93.60425697,inactive,SIGMA
144207711,NCGC00258067-01,3,20,,,,active antagonist,active antagonist,3.336029497,-56.40665867,active agonist,33.36029497,162.1747178,inconclusive antagonist,2.187240551,-34.53441388,inactive,,0,inconclusive,SigmaAldrich
144208161,NCGC00258516-01,3,20,,,,active antagonist,active antagonist,24.5442452,-56.34105265,active agonist,21.87508156,51.69612919,inconclusive antagonist,54.94772057,-44.43715991,active antagonist,22.73088517,-62.38380498,inactive,SigmaAldrich
144207235,NCGC00257591-01,3,20,,,,active antagonist,active antagonist,24.6013068,-56.31028318,inconclusive agonist,34.7502695,62.77434259,inconclusive antagonist,21.92593776,-36.83648282,active antagonist,24.6013068,-58.12612871,inactive,SIGMA
144207358,NCGC00257714-01,3,20,,,,active antagonist,active antagonist,17.42687303,-56.20773993,active agonist,28.70028002,50.42141761,active antagonist,16.77076216,-45.92839097,active antagonist,72.09184396,-92.32122899,inactive,SIGMA
170465884,NCGC00167447-02,3,20,,,,active antagonist,active antagonist,6.740010203,-56.03398969,active agonist,19.73909426,108.7892369,active antagonist,6.007040417,-37.06806051,inactive,,0,inactive,Bosche
144212077,NCGC00255113-01,3,20,,,,active antagonist,active antagonist,5.932392566,-55.99653031,inactive,,0,active antagonist,9.770044661,-84.39107434,inconclusive antagonist,24.54124262,-33.66339281,inactive,Sigma DiscoveryCPR
144208664,NCGC00259017-01,3,20,,,,active antagonist,active antagonist,21.49781949,-55.97270294,inactive,,0,inconclusive antagonist,22.33886374,-91.15605481,inconclusive antagonist,0.792612795,-69.51399358,inactive,SIGMA
170465567,NCGC00159424-04,3,20,,,,active antagonist,active antagonist,1.693014018,-55.94956325,active agonist,1.508900332,53.27900256,active antagonist,1.828074485,-57.14880508,active antagonist,2.683246392,-92.54070859,inactive,Labotest
144212158,NCGC00255152-01,3,20,,,,active antagonist,active antagonist,7.18725767,-55.92027824,active agonist,24.54124262,56.56320535,active antagonist,3.889524836,-35.65346032,inconclusive antagonist,,,inactive,LightBiologicals
170465956,NCGC00344555-01,3,20,,,,active antagonist,active antagonist,0.010682196,-55.91516614,active agonist,0.025822238,55.48688826,active antagonist,0.095205175,-56.81539553,active antagonist,0.007858275,-50.81913568,inactive,Prestwick
144207298,NCGC00257654-01,3,20,,,,active antagonist,active antagonist,55.06201647,-55.83247611,inactive,,0,inconclusive antagonist,,,inactive,,0,inactive,SigmaAldrich
144212682,NCGC00255136-01,3,20,,,,active antagonist,active antagonist,11.39103575,-55.71336151,inconclusive agonist,21.87240551,47.37803097,active antagonist,14.61828918,-52.00121754,active antagonist,50.88188769,-114.6300489,inactive,LightBiologicals
144208215,NCGC00258570-01,3,20,,,,active antagonist,active antagonist,18.46805325,-55.68571337,inactive,,0,active antagonist,16.45966978,-69.82516003,active antagonist,42.96232588,-92.23354539,inactive,SigmaAldrich
144213683,NCGC00257310-01,3,20,,,,active antagonist,active antagonist,17.37386926,-55.67296468,inconclusive,,,active antagonist,18.75987248,-50.98652466,active antagonist,28.61298815,-108.1864157,inactive,ChemService
144211613,NCGC00257543-01,3,20,,,,active antagonist,active antagonist,6.405650141,-55.59447553,active antagonist,38.89524836,-58.96191929,active antagonist,13.28097264,-73.81709333,active antagonist,23.61728019,-98.91762061,inactive,Enamine
144211541,NCGC00256003-01,3,20,,,,active antagonist,active antagonist,4.534853014,-55.57528618,inconclusive agonist,5.18676473,40.12748887,active antagonist,8.064235741,-43.14423726,active antagonist,36.02161789,-122.4408038,inactive,SIGMA
144210899,NCGC00254359-01,3,20,,,,active antagonist,active antagonist,0.082204681,-55.49864646,inconclusive agonist,,18.75050638,active antagonist,0.411999367,-64.18707936,inconclusive agonist,0.23168427,36.32125339,inactive,LightBiologicals
144208489,NCGC00258843-01,3,20,,,,active antagonist,active antagonist,19.35793325,-55.49563729,inactive,,0,active antagonist,21.71995834,-44.85611209,inactive,,0,inactive,SIGMA
144207512,NCGC00257868-01,3,20,,,,active antagonist,active antagonist,14.86504013,-55.36379256,active agonist,18.00940729,88.42762663,inconclusive antagonist,30.82000842,-49.72719062,inconclusive antagonist,58.05408079,-41.28519404,inactive,ChromaDex
144207941,NCGC00258297-01,3,20,,,,active antagonist,active antagonist,22.04110594,-55.34255519,active agonist,31.13388967,35.51184378,inconclusive antagonist,13.90699767,-28.00227677,active antagonist,42.32205195,-37.57873083,inactive,SIGMA
170465351,NCGC00090782-06,3,20,,,,active antagonist,active antagonist,7.56241583,-55.12534502,active agonist,7.277695606,27.99000192,inconclusive antagonist,10.68219629,-62.32661521,active antagonist,10.68219629,-44.29374183,inactive,Tocris
144212012,NCGC00256278-01,3,20,,,,active antagonist,active antagonist,38.89524836,-55.03242231,inconclusive agonist,54.94099862,28.46742873,active antagonist,52.8725044,-43.13738796,inactive,,0,inactive,SIGMA
144209785,NCGC00260135-01,3,20,,,,active antagonist,active antagonist,0.864529565,-54.99325343,inconclusive agonist,1.293539962,44.76562124,active antagonist,0.612040061,-48.08190039,active antagonist,1.370187023,-83.22509905,inactive,Sensient
144212309,NCGC00255619-01,3,20,,,,active antagonist,active antagonist,7.760622329,-54.85091454,inconclusive agonist,38.89524836,86.44090399,active antagonist,9.770044661,-55.37266584,inconclusive antagonist,54.94099862,-41.52221261,fluorescent,Enamine
144206442,NCGC00168266-02,3,20,,,,active antagonist,active antagonist,47.81796722,-54.83018958,inactive,,0,inconclusive antagonist,67.54467401,-52.21608152,inconclusive antagonist,42.61780815,-37.79517779,inactive,RTI
170466175,NCGC00018223-06,3,20,,,,active antagonist,active antagonist,13.44808836,-54.61913944,inactive,,0,active antagonist,21.3137837,-68.0127373,inconclusive antagonist,23.91445864,-75.44174724,inactive,Prestwick
170465076,NCGC00090851-10,3,20,,,,active antagonist,active antagonist,2.13137837,-54.52676461,inactive,,0,active antagonist,2.683246392,-34.66847681,inactive,,0,inactive,Microsource
144207269,NCGC00257625-01,3,20,,,,active antagonist,active antagonist,16.42103701,-54.51177428,active agonist,18.73024409,70.90641465,inconclusive antagonist,22.7233317,-51.96234569,active antagonist,33.67482458,-100.0955668,inactive,SIGMA
144208973,NCGC00259324-01,3,20,,,,active antagonist,active antagonist,11.71947163,-54.4240712,inconclusive agonist,19.30077282,32.9685767,active antagonist,21.65582329,-77.19049919,inconclusive antagonist,54.39696869,-102.7086231,inactive,ChemService
144211599,NCGC00255375-01,3,20,,,,active antagonist,active antagonist,40.41692003,-54.31667614,active agonist,47.12266915,39.86902022,inconclusive antagonist,43.64118645,-63.02417604,inconclusive antagonist,61.64481435,-75.54150577,inactive,SIGMA
144211394,NCGC00254978-01,3,20,,,,active antagonist,active antagonist,21.87240551,-54.28410003,active agonist,16.71975395,40.39040042,inconclusive antagonist,18.40333573,-69.21445739,inconclusive antagonist,16.40199023,-36.1595261,inactive,SIGMA
144210627,NCGC00254120-01,3,20,,,,active antagonist,active antagonist,14.61828918,-54.28210452,active agonist,13.8005549,50.87854792,active antagonist,16.40199023,-41.65214791,active antagonist,43.64118645,-85.3454532,inactive,SIGMA
144208126,NCGC00258482-01,3,20,,,,active antagonist,active antagonist,49.54191137,-54.23966317,inconclusive agonist,55.58693881,43.35290396,inconclusive antagonist,49.54191137,-66.1463168,inconclusive antagonist,49.54191137,-76.44152277,inactive,FLUKA
144208086,NCGC00258442-01,3,20,,,,active antagonist,active antagonist,17.84683136,-54.1299032,inactive,,0,inconclusive antagonist,7.525946384,-48.9803473,inconclusive antagonist,22.46782952,-93.71341359,inactive,SIGMA
144206452,NCGC00247733-01,3,20,,,,active antagonist,active antagonist,18.28181467,-54.03243025,active antagonist,61.23776079,-42.7347102,active antagonist,15.38223004,-41.38715861,active antagonist,31.89230935,-105.98569,inactive,RTI
170466451,NCGC00160442-03,3,20,,,,active antagonist,active antagonist,9.520517464,-53.57048551,inconclusive agonist,13.44808836,34.03598165,active antagonist,10.68219629,-65.31555685,inactive,,0,inactive,Enamine
144211686,NCGC00255472-01,3,20,,,,active antagonist,active antagonist,3.40006155,-53.4121457,active agonist,2.599082781,49.25659824,active antagonist,10.75193868,-88.76896552,active antagonist,15.7816877,-120.3652967,inactive,SIGMA
144213967,NCGC00090708-05,3,20,,,,active antagonist,active antagonist,1.245844709,-53.22136017,active agonist,1.565293101,47.05156455,active antagonist,1.562621175,-53.78784487,active antagonist,1.491350681,-74.93105526,inactive,Enamine
144209680,NCGC00260031-01,3,20,,,,active antagonist,active antagonist,0.015063161,-53.10095704,active agonist,0.008470638,57.73029748,active antagonist,0.021277281,-47.56061926,inconclusive agonist,,,inconclusive,SRI International
170466023,NCGC00249927-01,3,20,,,,active antagonist,active antagonist,7.56241583,-53.04700148,inconclusive agonist,21.3137837,51.70303504,inconclusive antagonist,10.68219629,-47.00287502,inactive,,0,,GVK
170465390,NCGC00181129-06,3,20,,,,active antagonist,active antagonist,2.683246392,-53.03820149,inactive,,0,inconclusive antagonist,2.13137837,-46.81400184,inconclusive antagonist,,,inactive,Selleck
170466129,NCGC00253641-01,3,20,,,,active antagonist,active antagonist,1.759248628,-53.00106165,active agonist,7.56241583,63.31032461,active antagonist,2.788221174,-38.3710362,inactive,,0,,GVK
144212082,NCGC00256108-01,3,20,,,,active antagonist,active antagonist,14.13337529,-52.92518897,inconclusive agonist,20.74495791,31.66119099,active antagonist,20.74495791,-51.26091114,active antagonist,25.13309026,-55.57878065,inactive,Sigma DiscoveryCPR
144213449,NCGC00257008-01,3,20,,,,active antagonist,active antagonist,20.5526884,-52.87156537,inactive,,0,inconclusive antagonist,23.06049567,-36.42303944,active antagonist,25.87430171,-40.49380844,inactive,SIGMA
170465661,NCGC00018238-09,3,20,,,,active antagonist,active antagonist,1.068219629,-52.83416903,inactive,,0,active antagonist,1.110010843,-45.71641597,inactive,,0,inactive,Microsource
144209106,NCGC00259457-01,3,20,,,,active antagonist,active antagonist,24.34020614,-52.69517459,inactive,,0,inconclusive antagonist,21.69323156,-54.94983492,inactive,,0,inactive,SIGMA
144212572,NCGC00256029-01,3,20,,,,active antagonist,active antagonist,48.96621656,-52.30581838,inconclusive agonist,58.19645745,37.9524921,active antagonist,50.88188769,-40.59900478,inconclusive antagonist,48.96621656,-77.07416282,inactive,LightBiologicals
