PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (46 nm) auto fluorescence outcome,Supplier
144208032,NCGC00258388-01,3,30,,,,inconclusive agonist,inconclusive agonist,30.68025663,30.24852786,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144210834,NCGC00254363-01,3,30,,,,inconclusive agonist,inconclusive agonist,31.01889474,27.10429762,inactive,,0,inconclusive agonist,24.6391839,30.62028879,active antagonist,29.28372495,-59.42823991,inactive,Acros
144211213,NCGC00254800-01,3,30,,,,inconclusive agonist,inconclusive agonist,32.72627301,27.34282111,inactive,,0,inconclusive agonist,36.71948225,21.25833256,inactive,,0,inactive,Chemservice
144212773,NCGC00256775-01,3,30,,,,inconclusive agonist,inconclusive agonist,32.72627301,31.75658032,inactive,,0,inconclusive agonist,36.71948225,28.94727851,inactive,,0,inactive,SIGMA
144211910,NCGC00256261-01,3,30,,,,inconclusive agonist,inconclusive agonist,32.72627301,63.74114337,inconclusive antagonist,32.72627301,-31.37439929,inconclusive agonist,27.53572711,37.65554767,inactive,,0,inactive,LightBiologicals
144208607,NCGC00258960-01,3,30,,,,inconclusive agonist,inconclusive agonist,32.92256835,27.1944069,inactive,,0,inconclusive agonist,19.61072764,25.38308142,inactive,,0,inactive,SIGMA
144208126,NCGC00258482-01,3,30,,,,inconclusive agonist,inconclusive agonist,33.11103513,64.56559914,inconclusive antagonist,,,active agonist,42.49189415,49.89420343,inactive,,0,inactive,FLUKA
144208108,NCGC00258464-01,3,30,,,,inconclusive agonist,inconclusive agonist,33.72119464,27.3623519,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144207444,NCGC00257800-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.44076013,30.89954773,inactive,,0,active agonist,41.72593354,33.57742702,inactive,,0,inactive,SIGMA
144210746,NCGC00254439-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.66542659,27.02947134,inactive,,0,inconclusive agonist,32.72627301,28.63122932,inactive,,0,inactive,Pfizer
144211832,NCGC00255752-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.66542659,31.56803247,inactive,,0,active agonist,26.49902421,29.90438268,inactive,,0,inactive,LightBiologicals
144212073,NCGC00256032-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.66542659,32.30813923,inactive,,0,inconclusive agonist,24.54124262,24.97242674,inactive,,0,inactive,Sigma DiscoveryCPR
251919892,NCGC00357094-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.66542659,61.49421643,active antagonist,25.50135253,-24.03272422,active agonist,19.49380193,43.04314045,inactive,,0,,Sigma Chemical Company
144208887,NCGC00259238-01,3,30,,,,inconclusive agonist,inconclusive agonist,34.7502695,30.28471086,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,Sensient
144209571,NCGC00259922-01,3,30,,,,inconclusive agonist,inconclusive agonist,38.56237059,129.7978551,inconclusive antagonist,,,inconclusive agonist,24.33121095,84.44429443,inactive,,0,inactive,Battelle Memorial
144208738,NCGC00259090-01,3,30,,,,inconclusive agonist,inconclusive agonist,38.86193911,61.59056877,inconclusive antagonist,48.9242827,-87.63789446,inconclusive agonist,6.910738616,26.73643553,active antagonist,54.89394805,-94.6754589,inactive,Sensient
144211385,NCGC00254969-01,3,30,,,,inconclusive agonist,inconclusive agonist,38.89524836,20.07569297,inactive,,0,active agonist,37.4308666,31.88154655,inactive,,0,fluorescent,SIGMA
144212570,NCGC00255851-01,3,30,,,,inconclusive agonist,inconclusive agonist,38.89524836,26.95159778,inactive,,0,inconclusive agonist,19.49380193,23.12465556,inactive,,0,inactive,LightBiologicals
144213313,NCGC00256464-01,3,30,,,,inconclusive agonist,inconclusive agonist,38.90000714,74.31085683,inactive,,0,inconclusive agonist,38.90000714,77.90019593,inactive,,0,inactive,SIGMA
144208291,NCGC00258645-01,3,30,,,,inconclusive agonist,inconclusive agonist,39.00472632,57.44982663,inconclusive antagonist,49.10404115,-40.23153579,inconclusive agonist,32.81838723,21.80639809,inactive,,0,inactive,SIGMA
144209042,NCGC00259393-01,3,30,,,,inconclusive agonist,inconclusive agonist,39.03153552,46.69933232,inconclusive antagonist,,,inconclusive agonist,36.84814563,47.84197106,inactive,,0,inactive,SigmaAldrich
144209636,NCGC00259987-01,3,30,,,,inconclusive agonist,inconclusive agonist,39.11425565,59.94166406,inactive,,0,inconclusive agonist,34.86061704,50.91915473,inactive,,0,inactive,SIGMA
144209324,NCGC00259675-01,3,30,,,,inconclusive agonist,inconclusive agonist,39.55765532,64.61548571,inactive,,0,inconclusive agonist,35.25579742,57.09600906,inactive,,0,inactive,Sensient
144206446,NCGC00247727-01,3,30,,,,inconclusive agonist,inconclusive agonist,40.66116391,60.72283672,inactive,,0,inconclusive agonist,38.38661403,64.30636069,inactive,,0,inactive,RTI
144210800,NCGC00254451-01,3,30,,,,inconclusive agonist,inconclusive agonist,41.1041805,31.40220013,inactive,,0,inconclusive agonist,38.80484866,36.96733706,inactive,,0,inactive,SIGMA
144211456,NCGC00255037-01,3,30,,,,inconclusive agonist,inconclusive agonist,41.19993672,30.61281791,inactive,,0,inconclusive agonist,38.89524836,28.40848477,inactive,,0,inactive,SIGMA
144213129,NCGC00256339-01,3,30,,,,inconclusive agonist,inconclusive agonist,41.19993672,49.78438143,inconclusive antagonist,29.16732152,-27.96554092,inconclusive agonist,14.61828918,51.64136981,inactive,,0,inactive,Enamine
144213132,NCGC00256415-01,3,30,,,,inconclusive agonist,inconclusive agonist,41.20497747,26.88962554,inactive,,0,active agonist,32.10822872,40.58841543,inactive,,0,inactive,SIGMA
144209032,NCGC00259383-01,3,30,,,,inconclusive agonist,inconclusive agonist,41.82578041,58.67295655,inactive,,0,active agonist,44.3041137,55.41437765,inactive,,0,inactive,SIGMA
144207702,NCGC00258058-01,3,30,,,,inconclusive agonist,inconclusive agonist,42.8283491,59.00198127,active antagonist,25.51122623,-34.79174114,active agonist,38.91030795,40.83405355,inactive,,0,inactive,SigmaAldrich
144209634,NCGC00259985-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.18772656,70.14962281,inconclusive antagonist,54.37012644,-31.37895611,inconclusive agonist,38.49110181,67.08698003,inactive,,0,inactive,Sensient
144211944,NCGC00255386-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.64118645,26.80776749,inactive,,0,inconclusive agonist,48.96621656,28.4386622,inactive,,0,inactive,SIGMA
144213960,NCGC00257283-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.64118645,40.66017446,inactive,,0,inconclusive agonist,40.41692003,41.46745894,inactive,,0,inactive,SIGMA
144210866,NCGC00254401-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.64118645,74.31799806,inconclusive antagonist,,,inconclusive agonist,38.89524836,24.5385341,inactive,,0,inactive,SIGMA
144213051,NCGC00256447-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.64652588,33.05097022,inactive,,0,inconclusive agonist,41.20497747,30.62377771,inactive,,0,inactive,SIGMA
144213639,NCGC00257192-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.64652588,76.04548451,active antagonist,52.87897339,-32.54489565,active agonist,27.53909606,50.87651407,inactive,,0,inactive,SIGMA
144207957,NCGC00258313-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.67322509,30.70746959,inactive,,0,active agonist,38.92380283,31.6555266,inactive,,0,inactive,SIGMA
144210087,NCGC00260435-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.72129057,39.73148359,inactive,,0,inconclusive agonist,41.27555989,42.86187202,inactive,,0,inactive,SIGMA
144208216,NCGC00258571-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.78004917,25.57560777,inactive,,0,inconclusive agonist,49.1220231,32.39499616,inactive,,0,inactive,SigmaAldrich
144208762,NCGC00259113-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.82279094,27.08459974,inactive,,0,inconclusive agonist,32.86245716,30.52756372,inactive,,0,inactive,SIGMA
144206448,NCGC00247729-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.84261138,106.0469283,inconclusive antagonist,,,inconclusive agonist,43.84261138,70.89251021,inactive,,0,inactive,RTI
144208431,NCGC00258785-01,3,30,,,,inconclusive agonist,inconclusive agonist,43.9029505,73.65639987,inactive,,0,inconclusive agonist,42.25003188,71.54639346,inactive,,0,inactive,SigmaAldrich
144210006,NCGC00260354-01,3,30,,,,inconclusive agonist,inconclusive agonist,46.06311833,33.83569383,inactive,,0,inconclusive agonist,43.48638785,33.68143713,inactive,,0,inactive,SIGMA
144209762,NCGC00260113-01,3,30,,,,inconclusive agonist,inconclusive agonist,46.06311833,64.82802212,inactive,,0,inconclusive agonist,43.48638785,61.57009455,inactive,,0,inactive,SigmaAldrich
144212497,NCGC00255811-01,3,30,,,,inconclusive agonist,inconclusive agonist,46.22708932,43.69912644,inactive,,0,inconclusive agonist,41.19993672,41.41092585,inactive,,0,inactive,Acros
251919763,NCGC00356939-01,3,30,,,,inconclusive agonist,inconclusive agonist,46.22708932,69.83705968,active antagonist,47.12266915,-41.83069026,inconclusive agonist,24.54124262,33.10469459,inactive,,0,,AK Scientific
251919986,NCGC00357240-01,3,30,,,,inconclusive agonist,inconclusive agonist,46.22708932,69.97887821,inactive,,0,inconclusive agonist,32.72627301,48.31924771,inactive,,0,,Sigma Chemical Company
144208107,NCGC00258463-01,3,30,,,,inconclusive agonist,inconclusive agonist,46.41379481,28.8969706,inactive,,0,active agonist,37.58204533,28.1326276,inactive,,0,inactive,SIGMA
144207467,NCGC00257823-01,3,30,,,,inconclusive agonist,inconclusive agonist,47.907849,83.46970348,inconclusive antagonist,53.75349068,-28.38369475,active agonist,27.99454022,65.52496573,inactive,,0,inactive,SIGMA
144209583,NCGC00259934-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.27208827,73.11325637,inconclusive antagonist,41.4027721,-27.64585348,inconclusive agonist,,,inactive,,0,inactive,SIGMA
144207707,NCGC00258063-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.38566843,67.67882173,inactive,,0,inconclusive agonist,48.38566843,62.59638666,inactive,,0,inactive,TCI
144208074,NCGC00258430-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.58902808,51.94784249,inactive,,0,inconclusive agonist,48.58902808,64.05018182,inactive,,0,inactive,SigmaAldrich
144208858,NCGC00259209-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.66682085,68.51346403,inactive,,0,inconclusive agonist,43.37434974,71.52996446,inactive,,0,inactive,SIGMA
144206412,NCGC00247341-02,3,30,,,,inconclusive agonist,inconclusive agonist,48.73266164,68.05920011,inactive,,0,active agonist,51.62025338,69.17056664,inactive,,0,inactive,RTI
144208539,NCGC00258893-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.91230269,102.6354056,inactive,,0,active agonist,34.62725849,85.74833053,inactive,,0,inactive,SIGMA
144210158,NCGC00260506-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.9242827,96.92665896,inactive,,0,active agonist,54.89394805,158.4184828,inactive,,0,inactive,SIGMA
144212364,NCGC00255257-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,28.51338517,inactive,,0,inconclusive agonist,51.8676473,26.66928346,inactive,,0,inactive,Acros
144212318,NCGC00256220-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,30.39271769,inactive,,0,inconclusive agonist,48.96621656,26.99985098,inactive,,0,inactive,LightBiologicals
144210964,NCGC00257554-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,35.94153723,inactive,,0,inconclusive agonist,46.22708932,37.96655411,inactive,,0,inactive,SIGMA
144212605,NCGC00255185-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,62.13213113,inactive,,0,active agonist,43.64118645,53.6179846,inactive,,0,inactive,SIGMA
144211084,NCGC00254671-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,71.82881874,inactive,,0,inconclusive agonist,54.94099862,84.66142856,inactive,,0,inactive,SIGMA
144210365,NCGC00254035-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,74.61869581,active antagonist,50.88188769,-35.26261178,inconclusive agonist,43.64118645,41.37859756,inactive,,0,inactive,Enamine
144211877,NCGC00255427-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.96621656,108.2759244,active antagonist,50.88188769,-40.23575553,inconclusive agonist,48.96621656,74.96252728,inactive,,0,inactive,LightBiologicals
144213042,NCGC00256847-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.9722075,64.18017548,inactive,,0,inconclusive agonist,43.64652588,70.46429592,inactive,,0,inactive,LightBiologicals
144212938,NCGC00256920-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.9722075,72.88689728,inactive,,0,inconclusive agonist,43.64652588,56.45364083,inactive,,0,inactive,SIGMA
144209682,NCGC00260033-01,3,30,,,,inconclusive agonist,inconclusive agonist,48.97819872,79.55809754,active antagonist,59.33844238,-31.16128987,inconclusive agonist,38.90476613,66.41833003,inactive,,0,inactive,SIGMA
144209627,NCGC00259978-01,3,30,,,,inconclusive agonist,inconclusive agonist,49.00216451,35.76679466,inactive,,0,active agonist,45.38182231,32.33222911,inactive,,0,inactive,SIGMA
144209956,NCGC00260305-01,3,30,,,,inconclusive agonist,inconclusive agonist,49.01414825,60.41631279,inactive,,0,active agonist,43.68390561,53.66214676,inactive,,0,inactive,TCI
144208894,NCGC00259245-01,3,30,,,,inconclusive agonist,inconclusive agonist,49.11602899,114.388956,inconclusive antagonist,7.784365998,-25.15148172,inconclusive agonist,24.61632669,83.97816008,inactive,,0,inactive,SigmaAldrich
144209084,NCGC00259435-01,3,30,,,,inconclusive agonist,inconclusive agonist,49.46388707,34.88754826,inactive,,0,inconclusive agonist,44.08473576,33.9345442,inactive,,0,inactive,SIGMA
144209064,NCGC00259415-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.11972772,42.17482557,inactive,,0,inconclusive agonist,40.60584308,33.99422315,inactive,,0,inactive,SIGMA
144208570,NCGC00258923-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.53149332,36.4783702,inactive,,0,inconclusive agonist,48.64886686,33.41204615,inactive,,0,inactive,SigmaAldrich
144212727,NCGC00255568-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.8676473,24.02779558,inactive,,0,inconclusive agonist,51.8676473,27.61738286,inactive,,0,inactive,SIGMA
144212003,NCGC00256058-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.8676473,31.09943155,inactive,,0,inconclusive agonist,48.96621656,33.13413472,inactive,,0,inactive,SIGMA
251919823,NCGC00357273-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.8676473,37.75204092,inactive,,0,inconclusive agonist,51.8676473,38.05863043,inactive,,0,,TCI America
144212562,NCGC00255777-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.8676473,47.42159859,inactive,,0,inconclusive agonist,51.8676473,51.38222419,inactive,,0,inactive,LightBiologicals
251919821,NCGC00357274-01,3,30,,,,inconclusive agonist,inconclusive agonist,51.8676473,61.1898463,inactive,,0,inconclusive agonist,51.8676473,57.49227475,inactive,,0,,TCI America
144207510,NCGC00257866-01,3,30,,,,inconclusive agonist,inconclusive agonist,52.12158908,53.66892562,active antagonist,51.13100335,-40.1859389,inconclusive agonist,55.2099874,44.67993672,active antagonist,13.09235124,-69.38488638,inactive,LKT Lab
144208277,NCGC00258632-01,3,30,,,,inconclusive agonist,inconclusive agonist,52.33760184,29.84905147,inactive,,0,inconclusive agonist,46.64593674,35.32816308,inactive,,0,inactive,SIGMA
144207874,NCGC00258230-01,3,30,,,,inconclusive agonist,inconclusive agonist,52.33760184,67.83406967,inconclusive antagonist,52.33760184,-67.6851966,inconclusive agonist,24.7636022,27.16817283,active antagonist,59.86143906,-43.1077265,inactive,SigmaAldrich
144209549,NCGC00259900-01,3,30,,,,inconclusive agonist,inconclusive agonist,52.43930643,66.18187187,active antagonist,51.44268238,-43.10908251,inconclusive agonist,35.04749149,32.56371579,inconclusive antagonist,44.12217766,-39.72206758,inactive,SIGMA
144209694,NCGC00260045-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.43723623,56.54612842,inactive,,0,inconclusive agonist,57.66284526,54.58017766,inactive,,0,inactive,Pfaltz-Bauer
144209996,NCGC00260344-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.84690431,107.874984,inactive,,0,inconclusive agonist,54.84690431,97.49061699,inactive,,0,inactive,Io-li-tec
144209657,NCGC00260008-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.85362434,107.2139673,inconclusive antagonist,58.10390593,-32.56608151,inconclusive agonist,54.85362434,91.43894294,inactive,,0,inactive,SIGMA
144210930,NCGC00254373-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.91411173,91.6865353,inconclusive antagonist,61.61464676,-30.96273746,inconclusive agonist,54.91411173,65.71479077,inactive,,0,inactive,SIGMA
144211695,NCGC00256001-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,44.83286226,inactive,,0,inconclusive agonist,51.8676473,45.39606863,inactive,,0,inactive,SIGMA
144211844,NCGC00255671-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,45.46713589,inactive,,0,inconclusive agonist,51.8676473,35.57062626,inactive,,0,inactive,LightBiologicals
251919919,NCGC00357223-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,52.9763317,inactive,,0,inconclusive agonist,46.22708932,46.53836013,inactive,,0,,Sigma Chemical Company
144212499,NCGC00255977-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,64.44796776,inactive,,0,active agonist,2.104892313,41.56311883,inactive,,0,inactive,Acros
144212596,NCGC00255281-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,65.21362834,inactive,,0,active agonist,48.96621656,55.76223688,inactive,,0,inactive,Frinton Laboratories
144210802,NCGC00254284-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,67.72774776,inactive,,0,inconclusive agonist,54.94099862,54.86165877,inactive,,0,inactive,SIGMA
144211172,NCGC00254758-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,67.73103311,inactive,,0,inconclusive agonist,48.96621656,52.3429169,inactive,,0,inactive,SIGMA
144210669,NCGC00254252-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,73.10437838,inactive,,0,inconclusive agonist,54.94099862,55.34147687,inactive,,0,inactive,SIGMA
251919684,NCGC00357069-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,76.01224737,inactive,,0,inconclusive agonist,54.94099862,82.17113278,inactive,,0,,Sigma Chemical Company
251919846,NCGC00357070-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,76.63393991,inactive,,0,inconclusive agonist,54.94099862,79.78912322,inactive,,0,,Sigma Chemical Company
251919803,NCGC00357261-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,78.00530705,active antagonist,43.64118645,-66.91650122,active agonist,34.66542659,67.20847104,inconclusive antagonist,58.19645745,-99.83786793,,TCI America
144212190,NCGC00255370-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,78.01587366,active antagonist,57.09041697,-35.08325274,inconclusive agonist,58.19645745,56.29752093,inactive,,0,inactive,LightBiologicals
144212256,NCGC00255416-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,78.86264091,active antagonist,54.94099862,-50.79476014,active agonist,48.96621656,34.10025834,active antagonist,54.94099862,-37.91153338,inactive,LightBiologicals
144210678,NCGC00254285-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,88.57992506,active antagonist,59.32392566,-36.02691086,inconclusive agonist,58.19645745,78.50027508,inactive,,0,inactive,SIGMA
144211600,NCGC00256107-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,90.74690208,inconclusive antagonist,61.64481435,-30.30180966,inconclusive agonist,54.94099862,78.82539908,inactive,,0,inactive,SIGMA
144212813,NCGC00256719-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,95.57135567,inconclusive antagonist,58.19645745,-33.54737022,active agonist,51.8676473,100.1127297,inactive,,0,inactive,LightBiologicals
144210843,NCGC00254374-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,109.3827658,inactive,,0,inconclusive agonist,54.94099862,88.64261239,inactive,,0,inactive,LightBiologicals
144212952,NCGC00256901-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,110.0969787,inconclusive antagonist,48.96621656,-55.76959576,inconclusive agonist,38.89524836,37.33104787,inconclusive antagonist,48.96621656,-84.96528861,inactive,MP Biomedicals
251919796,NCGC00357277-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,110.7825243,active antagonist,30.89559397,-37.14551251,inconclusive agonist,54.94099862,88.84372515,inactive,,0,,TCI America
251919942,NCGC00357042-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,114.5221244,inconclusive antagonist,54.94099862,-32.7585749,inconclusive agonist,54.94099862,99.31859656,inactive,,0,,Sigma Chemical Company
251919914,NCGC00357242-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,114.5987985,active antagonist,54.94099862,-58.31272131,active agonist,9.770044661,41.77794633,inconclusive antagonist,61.64481435,-45.76833565,,Sigma Chemical Company
144211261,NCGC00254846-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,133.5713745,active antagonist,54.94099862,-47.81803308,inconclusive agonist,51.8676473,44.00270164,inactive,,0,inactive,SIGMA
144212127,NCGC00255392-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94099862,149.3980868,inactive,,0,inconclusive agonist,,,inactive,,0,inactive,Sigma DiscoveryCPR
144213304,NCGC00256577-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94772057,33.85554006,inactive,,0,inconclusive agonist,65.30548829,37.01052213,inactive,,0,inactive,SIGMA
144213855,NCGC00257512-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94772057,36.03113883,inactive,,0,inconclusive agonist,58.2035777,44.92426287,inactive,,0,inactive,TCI
144212863,NCGC00256895-01,3,30,,,,inconclusive agonist,inconclusive agonist,54.94772057,66.222715,inactive,,0,inconclusive agonist,54.94772057,63.83486466,inactive,,0,inactive,SIGMA
144210097,NCGC00260445-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.09564035,70.7296806,inactive,,0,inconclusive agonist,55.09564035,71.66234493,inactive,,0,inactive,TCI
144208741,NCGC00259093-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.09564035,102.3090311,inactive,,0,inconclusive agonist,10.99302549,42.4096877,inactive,,0,inactive,SIGMA
144208588,NCGC00258941-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.18980569,79.2554889,inactive,,0,inconclusive agonist,55.18980569,73.29805822,inactive,,0,inactive,SIGMA
144209841,NCGC00260191-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.36475495,93.49539757,inactive,,0,inconclusive agonist,55.36475495,94.41990781,inactive,,0,inactive,Io-li-tec
144208426,NCGC00258780-01,3,30,,,,inconclusive agonist,inconclusive agonist,55.86319168,102.7256729,inconclusive antagonist,59.17329389,-38.07353315,active agonist,53.75997747,62.48231808,inactive,,0,inactive,SIGMA
144207850,NCGC00258206-01,3,30,,,,inconclusive agonist,inconclusive agonist,56.05988377,42.05370497,inactive,,0,inconclusive agonist,59.38164072,48.08162723,inactive,,0,inactive,SIGMA
144207459,NCGC00257815-01,3,30,,,,inconclusive agonist,inconclusive agonist,56.30162023,42.89121213,inactive,,0,inconclusive agonist,56.30162023,46.99729828,inactive,,0,inactive,Io-li-tec
144208404,NCGC00258758-01,3,30,,,,inconclusive agonist,inconclusive agonist,56.86751594,52.25109953,inactive,,0,inconclusive agonist,53.68639693,56.6304382,inactive,,0,inactive,SIGMA
144208691,NCGC00259044-01,3,30,,,,inconclusive agonist,inconclusive agonist,57.67706428,46.81485766,inactive,,0,inconclusive agonist,57.67706428,52.01464446,inactive,,0,inactive,SigmaAldrich
144211679,NCGC00255726-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,30.93749996,inactive,,0,inconclusive agonist,51.8676473,34.03132915,inactive,,0,inactive,SIGMA
144211546,NCGC00255801-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,33.45776707,inactive,,0,inconclusive agonist,61.64481435,34.80006138,inactive,,0,inactive,SIGMA
144207234,NCGC00257590-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,42.70956593,inactive,,0,inconclusive agonist,54.94099862,47.02420611,inactive,,0,inactive,SIGMA
144213427,NCGC00257082-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,56.63108281,inactive,,0,inconclusive agonist,54.94099862,53.83125089,inactive,,0,inactive,LightBiologicals
251919781,NCGC00356960-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,65.73811707,inactive,,0,inconclusive agonist,58.19645745,61.76528988,inactive,,0,,Alfa Aesar
144212966,NCGC00256902-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.19645745,73.11708865,inactive,,0,inconclusive agonist,54.94099862,69.68978911,inactive,,0,inactive,MP Biomedicals
144213473,NCGC00257201-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.2035777,37.47947309,inactive,,0,inconclusive agonist,58.2035777,38.68110655,inactive,,0,inactive,SIGMA
144213556,NCGC00257207-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.2035777,38.57409392,inactive,,0,inconclusive agonist,14.62007771,39.69519129,inactive,,0,inactive,SIGMA
144209336,NCGC00259687-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.29615564,66.3798647,inconclusive antagonist,61.75042002,-33.58764546,inconclusive agonist,36.78238756,42.18308068,inactive,,0,inactive,SigmaAldrich
144207298,NCGC00257654-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.32464606,84.81798891,active antagonist,47.22646566,-38.73422549,inconclusive agonist,49.07407384,48.39660923,inactive,,0,inactive,SigmaAldrich
144207689,NCGC00258045-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.37450985,39.8430097,inactive,,0,inconclusive agonist,36.83182572,30.30772964,inactive,,0,inactive,SIGMA
144207213,NCGC00257569-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.43150575,30.99143129,inactive,,0,inconclusive agonist,55.16289852,34.02566285,inactive,,0,inactive,Alfa Aesar
144208676,NCGC00259029-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.43863094,36.70855388,inactive,,0,inconclusive agonist,58.43863094,43.20956592,inactive,,0,inactive,SIGMA
144209019,NCGC00259370-01,3,30,,,,inconclusive agonist,inconclusive agonist,58.62393539,41.55397996,inactive,,0,inconclusive agonist,55.34456381,64.93464688,inactive,,0,inactive,SigmaAldrich
144206442,NCGC00168266-02,3,30,,,,inconclusive agonist,inconclusive agonist,60.19925408,71.76242964,inactive,,0,inconclusive agonist,60.19925408,82.75507683,inactive,,0,inactive,RTI
144212443,NCGC00255746-01,3,30,,,,inconclusive agonist,inconclusive agonist,60.99864755,31.9380926,inactive,,0,inconclusive agonist,60.99864755,36.97286902,inactive,,0,inactive,Acros
144208103,NCGC00258459-01,3,30,,,,inconclusive agonist,inconclusive agonist,61.28581248,30.75638266,inactive,,0,inconclusive agonist,61.28581248,35.28585642,inactive,,0,inactive,SigmaAldrich
