PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
170465664,NCGC00091563-12,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.149600855,-89.77892028,active antagonist,0.841267429,-85.81109455,Microsource
170465670,NCGC00178831-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,33.4914596,-71.76433677,active antagonist,33.4914596,-84.30164661,Microsource
170465699,NCGC00164493-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.04789348,-87.50416535,active antagonist,0.140262979,-64.55764043,Labotest
170465704,NCGC00025212-08,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,2.872548758,-114.0728178,active antagonist,3.757803573,-65.60388386,Enzo
170465705,NCGC00024379-16,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.50111116,-101.3900557,active antagonist,0.999848214,-37.46249669,Enzo
170465709,NCGC00181776-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.072155162,-87.95096308,active antagonist,0.070783833,-47.85515333,Labotest
170465756,NCGC00167436-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,24.63773286,-114.2891164,active antagonist,28.17955139,-95.72138548,Bosche
170465785,NCGC00253595-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,26.60321198,-102.0111127,inconclusive antagonist,23.71013763,-124.4648749,GVK
170465794,NCGC00183046-03,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,18.83363177,-71.54588091,active antagonist,32.23052717,-30.18395681,Vitas
170465826,NCGC00018254-08,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,13.85481535,-70.32567854,inconclusive antagonist,18.83363177,-39.67194734,Microsource
170465831,NCGC00016747-07,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,6.682424721,-59.07738481,active antagonist,19.57044685,-33.9748783,Enzo
170465875,NCGC00253604-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,13.33319022,-89.46470567,active antagonist,33.4914596,-55.31492689,GVK
170465884,NCGC00167447-02,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4914596,-105.2851603,inconclusive antagonist,33.4914596,-58.91530777,Bosche
170465888,NCGC00016913-14,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,12.34811718,-93.4248553,active antagonist,26.60321198,-66.50982694,Enzo
170465929,NCGC00182060-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,18.83363177,-91.75080717,inconclusive antagonist,29.84929478,-83.35497011,APAC
170465956,NCGC00344555-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,13.85481535,-74.44803403,active antagonist,23.71013763,-61.96652918,Prestwick
170465964,NCGC00162179-08,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,26.60321198,-116.7541329,inconclusive antagonist,29.84929478,-100.3950925,Tocris
170465984,NCGC00179676-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,26.60321198,-105.1152791,inconclusive antagonist,26.60321198,-88.76660729,"Prestwick Chemical, Inc."
170465995,NCGC00164603-04,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,11.43582258,-104.681488,active antagonist,21.95840253,-94.59444737,Sequoia
170465999,NCGC00179274-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,26.60321198,-80.23334954,inconclusive antagonist,31.61797669,-38.89881932,Prestwick
170466023,NCGC00249927-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.84929478,-101.2991323,inconclusive antagonist,29.84929478,-31.4491745,GVK
170466074,NCGC00166247-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,6.430835626,-106.7224845,active antagonist,12.34811718,-77.82776352,SIGMA
170466083,NCGC00178521-03,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,23.71013763,-79.2296141,active antagonist,12.58734324,-93.81736296,Microsource
170466088,NCGC00015300-10,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,11.88321829,-99.52592524,inconclusive antagonist,29.84929478,-105.9377007,Enzo
170466110,NCGC00161420-06,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,27.64399094,-112.6462214,active antagonist,31.61797669,-89.61710255,Sequoia
170466124,NCGC00160664-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,7.497803856,-86.2327003,inconclusive antagonist,23.71013763,-65.42197172,Vitas
170466128,NCGC00263564-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,4.057582969,-91.36967327,active antagonist,2.984929478,-50.60347007,Bosche
170466129,NCGC00253641-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,3.904817509,-93.81016784,active antagonist,2.463773286,-49.70692525,GVK
170466162,NCGC00025014-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,17.44217912,-110.4397317,inconclusive antagonist,29.84929478,-78.65168923,Tocris
170466175,NCGC00018223-06,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,28.72548758,-95.15738359,inconclusive antagonist,26.60321198,-72.13478607,Prestwick
170466197,NCGC00165865-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,8.911156584,-101.5762056,active antagonist,11.43582258,-83.98823607,Bosche
170466223,NCGC00095157-05,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,23.71013763,-53.07596267,inconclusive antagonist,33.4914596,-68.43649754,Vitas
170466240,NCGC00178352-06,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,11.43582258,-97.99139383,active antagonist,23.71013763,-93.95956436,Prestwick
170466251,NCGC00015759-05,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,21.95840253,-75.50636181,inconclusive antagonist,28.17955139,-34.93200374,SIGMA
170466256,NCGC00092314-04,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.161535288,-90.12708929,active antagonist,0.26603212,-79.8445024,Tocris
170466307,NCGC00015424-11,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,25.11505161,-105.4831707,inconclusive antagonist,33.4914596,-97.95868607,SIGMA
170466349,NCGC00169964-05,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.155453585,-101.2260056,active antagonist,0.16785492,-36.24721373,Specs
170466353,NCGC00015959-09,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,1.943612695,-100.2338593,active antagonist,1.981267246,-66.20556314,Tocris
170466359,NCGC00090752-12,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,8.095942388,-91.11394199,active antagonist,13.33319022,-72.91501299,Tocris
170466388,NCGC00159544-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,18.83363177,-67.19692678,inconclusive antagonist,1.883363177,-34.95827241,Tocris
170466391,NCGC00262908-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,15.84652627,-115.2952182,active antagonist,16.78549199,-90.29738273,GVK
170466395,NCGC00160275-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.702980147,-90.30932619,active antagonist,1.457503905,-71.4090385,Vitas
170466414,NCGC00250401-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.31017068,-108.43639,active antagonist,0.276439909,-71.8728249,Sequoia
170466421,NCGC00013679-06,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,19.57044685,-80.40055229,active antagonist,25.60161775,-45.11306825,Vitas
170466423,NCGC00187943-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,26.60321198,-95.27159924,inconclusive antagonist,29.84929478,-35.84580169,SIGMA
170466435,NCGC00018261-06,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,29.84929478,-106.2862876,inconclusive antagonist,26.60321198,-94.1791862,Microsource
170466440,NCGC00164506-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,5.10819431,-87.88964061,active antagonist,14.12323141,-73.6108613,Labotest
170466472,NCGC00253650-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,5.308038632,-94.70746698,active antagonist,6.943856576,-92.29506265,GVK
170466473,NCGC00160566-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,28.17955139,-106.2511149,inconclusive antagonist,26.60321198,-37.44361755,SIGMA
170466521,NCGC00018301-05,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,17.44217912,-103.3791653,active antagonist,22.81746584,-109.460393,Microsource
170466529,NCGC00160665-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,28.17955139,-104.9811632,inconclusive antagonist,26.60321198,-90.73875929,Specs
170466551,NCGC00164503-02,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,21.13168241,-87.01536696,inconclusive antagonist,26.60321198,-95.14862567,Labotest
170466597,NCGC00164486-04,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,29.84929478,-89.98544064,inconclusive antagonist,29.84929478,-92.71027518,Labotest
170466601,NCGC00160556-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,24.63773286,-99.4513134,active antagonist,29.84929478,-41.45586199,Vitas
170466613,NCGC00164501-02,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,26.60321198,-96.93225581,inconclusive antagonist,33.4914596,-38.14592389,Labotest
170466615,NCGC00095016-05,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,18.12455736,-114.6767892,active antagonist,21.95840253,-115.4968534,Microsource
170466621,NCGC00016627-04,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,21.13168241,-97.40853149,inconclusive antagonist,29.84929478,-79.84775819,Prestwick
170466628,NCGC00166312-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,29.84929478,-107.1241321,active antagonist,37.57803573,-36.00449776,Vitas
170466640,NCGC00165907-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,20.33608783,-88.98030278,active antagonist,32.23052717,-56.62423769,SIGMA
170466677,NCGC00262923-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,33.4914596,-60.34242807,inconclusive antagonist,22.38381331,-38.86666626,GVK
170466706,NCGC00262926-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,28.17955139,-96.07895605,active antagonist,29.84929478,-47.64578474,GVK
170466727,NCGC00091258-05,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,8.412674293,-93.45608572,active antagonist,11.43582258,-70.77585768,Vitas
170466778,NCGC00181330-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,2.984929478,-106.8800258,active antagonist,1.55453585,-77.31609066,Timtec
170466788,NCGC00241107-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.141232314,-40.49580992,active antagonist,22.81746584,-37.64749582,Sequoia
170466791,NCGC00166290-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,8.412674293,-73.88317838,inconclusive antagonist,28.17955139,-35.49402605,SIGMA
170466793,NCGC00182055-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,18.12455736,-93.272265,active antagonist,33.4914596,-83.30863925,APAC
170466812,NCGC00093704-12,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,10.59092945,-74.91895689,inconclusive antagonist,29.84929478,-42.07697984,Microsource
170466835,NCGC00189074-03,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,9.808458118,-107.7579579,active antagonist,23.71013763,-71.36558717,Tocris
170466843,NCGC00166115-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,13.33319022,-109.9544275,active antagonist,12.34811718,-88.04782681,SIGMA
170466878,NCGC00249613-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.510819431,-106.7577969,active antagonist,0.87417975,-73.69942751,Sequoia
170466887,NCGC00095192-05,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,31.01706799,-105.4760988,active antagonist,29.84929478,-90.67547927,Bosche
170466895,NCGC00161422-04,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,22.38381331,-86.01695086,inconclusive antagonist,23.71013763,-33.09317622,Tocris
170466897,NCGC00188346-02,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.473079441,-61.19535449,active antagonist,5.308038632,-63.87068098,Tocris
251919882,NCGC00356991-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,72.65381254,-48.24439866,inconclusive antagonist,54.48267331,-54.67960447,"ChemService, Inc."
251919726,NCGC00357118-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,50.45742403,-71.714153,active antagonist,19.33118197,-52.91727308,Sigma Chemical Company
251919672,NCGC00357135-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,26.27796573,-45.23339899,inconclusive antagonist,64.75277858,-45.78191344,Sigma Chemical Company
251919835,NCGC00357218-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,48.5577337,-77.16262172,inconclusive antagonist,57.71097466,-48.04864913,Sigma Chemical Company
251919808,NCGC00356953-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.60294319,-64.9497878,inconclusive antagonist,2.908102615,-43.74796602,AK Scientific
251919660,NCGC00356970-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,64.75277858,-79.27759797,inconclusive antagonist,61.13056489,-51.41353185,Alfa Aesar
251919940,NCGC00357056-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,61.13056489,-94.93714127,inconclusive antagonist,61.13056489,-54.40831529,Sigma Chemical Company
251919861,NCGC00357110-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,51.4349603,-106.9574447,active antagonist,61.13056489,-91.49198726,Sigma Chemical Company
251919968,NCGC00357146-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,68.58962193,-88.33957135,inconclusive antagonist,61.13056489,-106.8871061,Sigma Chemical Company
251919850,NCGC00357188-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,38.57077889,-93.63266014,active antagonist,43.27712571,-34.75147578,Sigma Chemical Company
251919836,NCGC00357190-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.712730058,-96.61197065,active antagonist,1.129601018,-83.00317566,Sigma Chemical Company
251919907,NCGC00357191-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,,,inconclusive antagonist,38.57077889,-36.54246853,Sigma Chemical Company
251919918,NCGC00357194-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,54.48267331,-84.18754788,active antagonist,38.57077889,-63.18452611,Sigma Chemical Company
251919832,NCGC00357259-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,16.58027548,-89.0374264,active antagonist,24.33651622,-82.93231895,TCI America
251919764,NCGC00357264-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,61.13056489,-92.74885789,inconclusive antagonist,61.13056489,-70.61654028,TCI America
251919706,NCGC00357286-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,10.46144659,-93.12312567,active antagonist,23.42026161,-92.43356311,"Toronto Research Chemicals, Inc."
251919809,NCGC00357289-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,0.044477304,-67.49575657,inconclusive antagonist,0.090463167,-40.52006137,Waterstone Technology LLC 
251919798,NCGC00357007-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,2.591849184,-100.5771403,active antagonist,3.804314337,-88.85025456,LightBiologicals
251919989,NCGC00357017-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,23.42026161,-91.44130032,active antagonist,50.45742403,-114.9691243,MRIGlobal
251919731,NCGC00357021-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,29.4843625,-74.69241036,inconclusive antagonist,15.35530365,-43.3063332,Sigma Chemical Company
251919753,NCGC00357275-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,2.008746231,-101.5246745,active antagonist,3.437624287,-93.00190661,TCI America
251919650,NCGC00357075-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,61.13056489,-101.0275324,inconclusive antagonist,54.48267331,-53.88798068,Sigma Chemical Company
251919715,NCGC00357093-01,3,25,,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,30.63785871,-99.50354694,inconclusive antagonist,61.13056489,-70.40971267,Sigma Chemical Company
251919892,NCGC00357094-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,37.1186132,-103.1614376,active antagonist,30.63785871,-53.83462277,Sigma Chemical Company
251919708,NCGC00356977-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,8.634921803,-94.91227997,active antagonist,14.77718607,-71.15351679,Ark Pharm
251919749,NCGC00357082-01,3,25,,,,inconclusive antagonist (cytotoxic),active antagonist,50.45742403,-98.36502351,inconclusive antagonist,43.27712571,-47.13877405,Sigma Chemical Company
144206814,NCGC00183006-01,3,20,,,,active agonist,active agonist,7.497803856,153.3555624,inactive,,0,Pharmaron
144206823,NCGC00183010-01,3,20,,,,active agonist,active agonist,10.59092945,138.7785735,inactive,,0,Pharmaron
144206861,NCGC00183021-01,3,20,,,,active agonist,active agonist,2.764399094,157.9604136,inactive,,0,Pharmaron
144206862,NCGC00183022-01,3,20,,,,active agonist,active agonist,11.88321829,110.8054502,inactive,,0,Pharmaron
144206887,NCGC00181915-01,3,20,,,,active agonist,active agonist,9.808458118,100.6082818,inactive,,0,Pharmaron
144206888,NCGC00181915-02,3,20,,,,active agonist,active agonist,6.943856576,103.8489828,inactive,,0,Pharmaron
144207171,NCGC00185769-01,3,20,,,,active agonist,active agonist,11.88321829,56.43889711,inactive,,0,Toronto Research
144207230,NCGC00257586-01,3,20,,,,active agonist,active agonist,20.00607083,128.1012869,inactive,,0,SIGMA
144207232,NCGC00257588-01,3,20,,,,active agonist,active agonist,36.82087579,68.42935817,inactive,,0,SigmaAldrich
144207266,NCGC00257622-01,3,20,,,,active agonist,active agonist,3.87277301,155.2362609,inactive,,0,SIGMA
144207291,NCGC00257647-01,3,20,,,,active agonist,active agonist,2.957433766,99.11550497,inconclusive antagonist,61.31711233,-45.72176101,SIGMA
144207312,NCGC00257668-01,3,20,,,,active agonist,active agonist,42.28387887,50.68853693,inactive,,0,SigmaAldrich
144207332,NCGC00257688-01,3,20,,,,active agonist,active agonist,5.464893389,130.5209295,inactive,,0,SIGMA
144207342,NCGC00257698-01,3,20,,,,active agonist,active agonist,39.55345781,100.4633927,inactive,,0,Sensient
144207369,NCGC00257725-01,3,20,,,,active agonist,active agonist,8.945372335,143.4237197,inactive,,0,SIGMA
144207389,NCGC00257745-01,3,20,,,,active agonist,active agonist,1.28493966,202.9819637,active antagonist,26.6409312,-53.41554144,SIGMA
144207413,NCGC00257769-01,3,20,,,,active agonist,active agonist,18.30550414,61.01499911,inactive,,0,Sensient
144207432,NCGC00257788-01,3,20,,,,active agonist,active agonist,38.64924121,123.314493,inactive,,0,SIGMA
144207449,NCGC00257805-01,3,20,,,,active agonist,active agonist,29.1005788,76.35488107,inactive,,0,SIGMA
144207467,NCGC00257823-01,3,20,,,,active agonist,active agonist,19.64614821,47.94067128,inactive,,0,SIGMA
144207494,NCGC00257850-01,3,20,,,,active agonist,active agonist,1.852375768,168.1848964,inactive,,0,ChromaDex
144207503,NCGC00257859-01,3,20,,,,active agonist,active agonist,2.04918273,152.1102623,inactive,,0,SIGMA
144207508,NCGC00257864-01,3,20,,,,active agonist,active agonist,11.52614721,96.48816962,inactive,,0,SIGMA
144207525,NCGC00257881-01,3,20,,,,active agonist,active agonist,16.59713823,78.70327649,inactive,,0,LKT Lab
144207552,NCGC00257908-01,3,20,,,,active agonist,active agonist,2.719498265,100.8047223,inconclusive antagonist,43.10114286,-35.01314364,SIGMA
144207574,NCGC00257930-01,3,20,,,,active agonist,active agonist,22.28685174,90.91724973,inactive,,0,SIGMA
144207576,NCGC00257932-01,3,20,,,,active agonist,active agonist,9.560597328,115.9462711,inactive,,0,SIGMA
144207655,NCGC00258011-01,3,20,,,,active agonist,active agonist,6.258584223,100.7926395,inactive,,0,SigmaAldrich
144207674,NCGC00258030-01,3,20,,,,active agonist,active agonist,73.08333564,50.13870556,inactive,,0,SIGMA
144207687,NCGC00258043-01,3,20,,,,active agonist,active agonist,2.478267502,154.2604977,inactive,,0,SigmaAldrich
144207698,NCGC00258054-01,3,20,,,,active agonist,active agonist,0.275839435,134.6363054,inactive,,0,SigmaAldrich
144207705,NCGC00258061-01,3,20,,,,active agonist,active agonist,23.87351424,90.61477647,inactive,,0,SigmaAldrich
144207706,NCGC00258062-01,3,20,,,,active agonist,active agonist,51.59192042,124.5170145,inactive,,0,SigmaAldrich
144207709,NCGC00258065-01,3,20,,,,active agonist,active agonist,14.20637365,182.398791,inactive,,0,SigmaAldrich
144207715,NCGC00258071-01,3,20,,,,active agonist,active agonist,36.63545815,97.32084105,inactive,,0,SigmaAldrich
144207738,NCGC00258094-01,3,20,,,,active agonist,active agonist,17.24645649,115.2143803,active antagonist,52.48475944,-30.63351176,SigmaAldrich
144207741,NCGC00258097-01,3,20,,,,active agonist,active agonist,3.884551316,62.81991965,active antagonist,40.36523907,-30.66898846,SigmaAldrich
144207743,NCGC00258099-01,3,20,,,,active agonist,active agonist,7.309734903,84.68205018,inconclusive antagonist,58.06328822,-27.96974037,Interchem
144207749,NCGC00258105-01,3,20,,,,active agonist,active agonist,4.215652846,200.8637779,inconclusive antagonist,,,SigmaAldrich
144207765,NCGC00258121-01,3,20,,,,active agonist,active agonist,30.7313539,84.06820939,inactive,,0,SIGMA
144207839,NCGC00258195-01,3,20,,,,active agonist,active agonist,3.157764958,102.7973165,inactive,,0,SIGMA
144207851,NCGC00258207-01,3,20,,,,active agonist,active agonist,27.69524376,136.900456,inactive,,0,SV Chembiotech
144207880,NCGC00258236-01,3,20,,,,active agonist,active agonist,5.253809301,130.4110277,inconclusive antagonist,,-17.97952011,SigmaAldrich
144207890,NCGC00258246-01,3,20,,,,active agonist,active agonist,14.23529738,142.5688039,inactive,,0,SIGMA
144207891,NCGC00258247-01,3,20,,,,active agonist,active agonist,30.84289433,106.9663324,inactive,,0,Toronto Research
144207908,NCGC00258264-01,3,20,,,,active agonist,active agonist,16.90115377,183.4657856,inactive,,0,SIGMA
144207914,NCGC00258270-01,3,20,,,,active agonist,active agonist,13.18357551,124.187424,inactive,,0,SigmaAldrich
144207930,NCGC00258286-01,3,20,,,,active agonist,active agonist,30.20217787,96.657832,inactive,,0,SigmaAldrich
144207941,NCGC00258297-01,3,20,,,,active agonist,active agonist,17.35165336,121.180954,inactive,,0,SIGMA
144207955,NCGC00258311-01,3,20,,,,active agonist,active agonist,0.524847594,205.5438725,inactive,,0,SIGMA
144208016,NCGC00258372-01,3,20,,,,active agonist,active agonist,25.75223033,87.04613952,inactive,,0,SIGMA
144208018,NCGC00258374-01,3,20,,,,active agonist,active agonist,3.268442605,92.05759578,inactive,,0,SIGMA
144208028,NCGC00258384-01,3,20,,,,active agonist,active agonist,11.91721625,177.9562002,inactive,,0,Acros
144208044,NCGC00258400-01,3,20,,,,active agonist,active agonist,10.56792414,106.6394813,inactive,,0,SigmaAldrich
144208074,NCGC00258430-01,3,20,,,,active agonist,active agonist,4.292527973,180.2478773,inactive,,0,SigmaAldrich
144208076,NCGC00258432-01,3,20,,,,active agonist,active agonist,35.3222796,71.3898276,inactive,,0,SigmaAldrich
144208102,NCGC00258458-01,3,20,,,,active agonist,active agonist,17.03638371,119.7097915,inactive,,0,SIGMA
144208128,NCGC00258484-01,3,20,,,,active agonist,active agonist,6.181503422,131.7378497,inactive,,0,SigmaAldrich
144208172,NCGC00258527-01,3,20,,,,active agonist,active agonist,15.68381132,93.61252762,inactive,,0,SigmaAldrich
144208178,NCGC00258533-01,3,20,,,,active agonist,active agonist,3.655825182,228.2448004,inactive,,0,Alfa Aesar
144208184,NCGC00258539-01,3,20,,,,active agonist,active agonist,16.74903102,73.15414066,inactive,,0,SIGMA
144208236,NCGC00258591-01,3,20,,,,active agonist,active agonist,7.338403827,149.8350612,inactive,,0,SIGMA
144208264,NCGC00258619-01,3,20,,,,active agonist,active agonist,38.06142351,164.4241674,inactive,,0,SIGMA
144208277,NCGC00258632-01,3,20,,,,active agonist,active agonist,2.363477972,175.3689619,inactive,,0,SIGMA
144208312,NCGC00258666-01,3,20,,,,active agonist,active agonist,35.12097662,86.60109778,inactive,,0,SIGMA
144208345,NCGC00258699-01,3,20,,,,active agonist,active agonist,6.712744586,95.72861686,inactive,,0,SigmaAldrich
144208360,NCGC00258714-01,3,20,,,,active agonist,active agonist,0.381788668,192.4350965,inactive,,0,SIGMA
144208361,NCGC00258715-01,3,20,,,,active agonist,active agonist,23.61092828,50.15345044,inactive,,0,SigmaAldrich
144208363,NCGC00258717-01,3,20,,,,active agonist,active agonist,21.60174256,115.4460512,inactive,,0,SIGMA
144208365,NCGC00258719-01,3,20,,,,active agonist,active agonist,19.33118197,129.223947,inactive,,0,SIGMA
144208424,NCGC00258778-01,3,20,,,,active agonist,active agonist,0.278555539,177.8225113,active antagonist,4.587525211,-57.98651688,Toronto Research
144208479,NCGC00258833-01,3,20,,,,active agonist,active agonist,3.656133482,43.84238126,inactive,,0,SigmaAldrich
144208490,NCGC00258844-01,3,20,,,,active agonist,active agonist,10.71613709,48.45176244,inactive,,0,SIGMA
144208493,NCGC00258847-01,3,20,,,,active agonist,active agonist,6.600726558,92.8797993,inactive,,0,SigmaAldrich
144208556,NCGC00258910-01,3,20,,,,active agonist,active agonist,24.3117693,51.30496988,inactive,,0,Sensient
144208572,NCGC00258925-01,3,20,,,,active agonist,active agonist,1.673214267,142.2914571,inactive,,0,ChromaDex
144208597,NCGC00258950-01,3,20,,,,active agonist,active agonist,27.27825381,79.70699772,inactive,,0,SIGMA
144208609,NCGC00258962-01,3,20,,,,active agonist,active agonist,42.13538543,144.7857128,inactive,,0,SIGMA
144208623,NCGC00258976-01,3,20,,,,active agonist,active agonist,14.22083426,75.47336079,inactive,,0,SIGMA
144208626,NCGC00258979-01,3,20,,,,active agonist,active agonist,2.214941825,81.90897684,inactive,,0,SigmaAldrich
144208642,NCGC00258995-01,3,20,,,,active agonist,active agonist,1.407633847,99.94694383,inconclusive antagonist,30.32655188,-28.87745973,SigmaAldrich
144208719,NCGC00259071-01,3,20,,,,active agonist,active agonist,0.686405393,154.882219,inactive,,0,SIGMA
144208740,NCGC00259092-01,3,20,,,,active agonist,active agonist,4.219897148,146.1161975,inactive,,0,SigmaAldrich
144208748,NCGC00259099-01,3,20,,,,active agonist,active agonist,15.24605966,42.50433234,inactive,,0,SIGMA
144208777,NCGC00259128-01,3,20,,,,active agonist,active agonist,7.774211543,75.48653595,inactive,,0,SigmaAldrich
144208879,NCGC00259230-01,3,20,,,,active agonist,active agonist,1.461203645,131.8542689,active antagonist,39.93718159,-38.34865203,SIGMA
144208947,NCGC00259298-01,3,20,,,,active agonist,active agonist,0.372318852,155.1553263,inactive,,0,SIGMA
144208953,NCGC00259304-01,3,20,,,,active agonist,active agonist,0.299898944,183.1879058,inactive,,0,Sensient
144208976,NCGC00259327-01,3,20,,,,active agonist,active agonist,4.880474186,142.6635509,inactive,,0,SIGMA
144209064,NCGC00259415-01,3,20,,,,active agonist,active agonist,9.550767238,48.45035364,inactive,,0,SIGMA
144209089,NCGC00259440-01,3,20,,,,active agonist,active agonist,5.014970504,101.9101706,inconclusive antagonist,64.35787798,-36.92688313,SIGMA
