PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),530 nm Activity,530 nm Potency (uM),530 nm Efficacy (%),460 nm Activity,460 nm Potency (uM),460 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Blue (460 nm) auto fluorescence outcome,Sample Source
144214025,NCGC00244580-01,3,5,,,,inconclusive,inconclusive agonist,54.94435949,50.7609824,active antagonist,50.34691252,-69.66022192,inactive,,0,active antagonist,47.92143903,-98.20566379,inactive,LightBiologicals
144208540,NCGC00258894-01,3,5,,,,inconclusive,active agonist,54.94586225,31.49937286,active antagonist,48.97055127,-87.34368088,inactive,,0,active antagonist,48.97055127,-111.097794,inactive,SigmaAldrich
144213768,NCGC00257279-01,3,5,,,,inconclusive,active agonist,54.94772057,27.17758874,active antagonist,48.9722075,-93.21185128,inactive,,0,active antagonist,51.87399323,-121.5221742,inactive,Alfa Aesar
144207438,NCGC00257794-01,3,5,,,,inconclusive,active agonist,54.98133288,41.39573613,active antagonist,29.75422193,-93.80980286,inactive,,0,active antagonist,46.26102637,-124.7086689,inactive,SigmaAldrich
144208141,NCGC00258497-01,3,5,,,,inconclusive,active agonist,55.08999247,46.39475289,active antagonist,55.08999247,-91.44536156,inactive,,0,inconclusive antagonist,49.09900747,-113.7886428,inactive,SigmaAldrich
144209326,NCGC00259677-01,3,5,,,,inconclusive,inconclusive agonist,55.09564035,31.94037095,active antagonist,53.02132408,-81.22219275,inactive,,0,active antagonist,49.10404115,-113.869034,inactive,Sensient
144209522,NCGC00259873-01,3,5,,,,inconclusive,active agonist,55.23689833,23.85544513,active antagonist,46.47605789,-97.69267954,inactive,,0,active antagonist,58.50989032,-117.9012422,inactive,Pfaltz-Bauer
144207617,NCGC00257973-01,3,5,,,,inconclusive,active agonist,55.48592775,25.7157366,active antagonist,47.59005273,-95.74971172,inactive,,0,active antagonist,37.80212258,-109.8166501,inactive,Sensient
144208494,NCGC00258848-01,3,5,,,,inconclusive,inconclusive agonist,55.84971059,42.13176625,active antagonist,36.61740757,-87.27495929,inactive,,0,active antagonist,46.09858491,-105.0574133,inactive,SIGMA
144213006,NCGC00256637-01,3,5,,,,inconclusive,active agonist,55.94327667,25.49228221,active antagonist,55.94327667,-94.96606749,inactive,,0,active antagonist,53.83704731,-108.0729873,inactive,SIGMA
144211686,NCGC00255472-01,3,5,,,,inconclusive,active agonist,55.99554101,25.63590864,active antagonist,50.87293324,-94.89203448,inactive,,0,active antagonist,50.87293324,-117.048704,inactive,SIGMA
144209836,NCGC00260186-01,3,5,,,,inconclusive,active agonist,56.63669599,24.13701723,active antagonist,51.45543369,-91.73778928,inactive,,0,active antagonist,50.47750843,-114.4037649,inactive,Io-li-tec
144210418,NCGC00254136-01,3,5,,,,inconclusive,active agonist,56.84314193,25.31826469,inconclusive antagonist,52.64349835,-85.38417278,inactive,,0,active antagonist,49.69866718,-113.6960748,inactive,SIGMA
144209552,NCGC00259903-01,3,5,,,,inconclusive,active agonist,56.8809323,27.24088142,active antagonist,48.78654241,-91.06891182,inactive,,0,active antagonist,54.73940091,-104.8685079,inactive,Sensient
144208159,NCGC00258514-01,3,5,,,,inconclusive,active agonist,56.97867581,23.59277351,inconclusive antagonist,54.83346444,-86.30386563,inactive,,0,active antagonist,59.20781293,-110.4325126,inactive,Sensient
144210974,NCGC00254565-01,3,5,,,,inconclusive,active agonist,57.06247834,36.98762418,active antagonist,51.84226444,-90.92375367,inactive,,0,inconclusive antagonist,54.91411173,-100.7694308,inactive,SIGMA
144209225,NCGC00259576-01,3,5,,,,inconclusive,active agonist,57.06247834,28.81745225,active antagonist,50.85698735,-89.35749434,inactive,,0,active antagonist,50.85698735,-129.6168586,inactive,Sensient
144212286,NCGC00255262-01,3,5,,,,inconclusive,active agonist,57.09041697,35.60696522,inconclusive antagonist,54.94099862,-89.36758927,inactive,,0,active antagonist,54.94099862,-125.4897091,inactive,Sequoia
144210852,NCGC00254523-01,3,5,,,,inconclusive,active agonist,57.09041697,34.20169593,active antagonist,57.09041697,-91.32452605,inactive,,0,active antagonist,61.64481435,-110.0039673,inactive,LightBiologicals
144210692,NCGC00254270-01,3,5,,,,inconclusive,active agonist,57.09041697,33.03268724,active antagonist,54.94099862,-88.14554508,inactive,,0,active antagonist,58.19645745,-100.7291698,inactive,SIGMA
144211389,NCGC00254973-01,3,5,,,,inconclusive,active agonist,57.09041697,30.79090381,inconclusive antagonist,54.94099862,-88.01440376,inactive,,0,active antagonist,59.32392566,-122.3841564,inactive,EPA
144210511,NCGC00254134-01,3,5,,,,inconclusive,active agonist,57.09041697,29.89659652,inconclusive antagonist,54.94099862,-96.16919995,inactive,,0,inconclusive antagonist,54.94099862,-113.7667144,inactive,SIGMA
144212173,NCGC00255473-01,3,5,,,,inconclusive,active agonist,57.09041697,29.64337356,active antagonist,54.94099862,-93.06451758,inactive,,0,active antagonist,80.64235741,-112.7313091,inactive,LightBiologicals
144210376,NCGC00253961-01,3,5,,,,inconclusive,active agonist,57.09041697,27.24978321,active antagonist,50.88188769,-85.75074415,inactive,,0,inconclusive antagonist,54.94099862,-118.1101994,inactive,Enamine
144210387,NCGC00254176-01,3,5,,,,inconclusive,active agonist,57.09041697,23.97546405,active antagonist,57.09041697,-82.45412361,inactive,,0,active antagonist,59.32392566,-99.02048873,inactive,SIGMA
144212019,NCGC00257552-01,3,5,,,,inconclusive,active agonist,57.09041697,23.25924354,active antagonist,54.94099862,-81.17827977,inactive,,0,active antagonist,48.96621656,-102.4545278,inactive,Enamine
144211170,NCGC00254756-01,3,5,,,,inconclusive,active agonist,57.09041697,23.06254697,inconclusive antagonist,54.94099862,-91.86736883,inactive,,0,active antagonist,59.32392566,-96.4032234,inactive,SIGMA
144213058,NCGC00256580-01,3,5,,,,inconclusive,active agonist,57.09740203,39.40380301,inconclusive antagonist,48.9722075,-81.56875576,inactive,,0,inconclusive antagonist,43.64652588,-91.70101563,inactive,LightBiologicals
144213110,NCGC00256492-01,3,5,,,,inconclusive,active agonist,57.09740203,22.22684306,active antagonist,51.87399323,-88.80614166,inactive,,0,active antagonist,54.94772057,-114.4053538,inactive,Sigma DiscoveryCPR
144207738,NCGC00258094-01,3,5,,,,inconclusive,active agonist,57.14630121,20.2256718,active antagonist,50.93169457,-80.65301321,inactive,,0,inconclusive antagonist,54.99477885,-121.5425194,inactive,SigmaAldrich
144209825,NCGC00260175-01,3,5,,,,inconclusive,active agonist,57.18123355,23.19071444,active antagonist,51.95015564,-100.6572143,inactive,,0,active antagonist,55.02839588,-122.9575336,inactive,Io-li-tec
144214007,NCGC00091532-04,3,5,,,,inconclusive,active agonist,57.46670679,25.66790609,active antagonist,51.62648191,-85.88200191,inactive,,0,inconclusive antagonist,53.29783193,-117.7005103,inactive,SIGMA
144208747,NCGC00259098-01,3,5,,,,inconclusive,inconclusive agonist,57.51869459,30.48118523,active antagonist,51.26359051,-68.20519349,inactive,,0,inconclusive antagonist,57.51869459,-127.3040532,inactive,TCI
144209162,NCGC00259513-01,3,5,,,,inconclusive,active agonist,57.97579838,28.92008876,active antagonist,54.73268302,-84.22840557,inactive,,0,inconclusive antagonist,50.68896283,-102.7697331,inactive,LKT Lab
144209768,NCGC00260119-01,3,5,,,,inconclusive,active agonist,57.99966138,20.82552506,active antagonist,55.81601041,-91.59590276,inactive,,0,active antagonist,52.6937117,-117.9774439,inactive,SIGMA
144208548,NCGC00258902-01,3,5,,,,inconclusive,inconclusive agonist,58.06119819,37.71847426,active antagonist,48.85241008,-77.02072247,inactive,,0,active antagonist,36.2147919,-100.2511249,inactive,SIGMA
144212268,NCGC00255109-01,3,5,,,,inconclusive,inconclusive agonist,58.19645745,36.73914808,inconclusive antagonist,54.94099862,-88.43907153,inactive,,0,inconclusive antagonist,54.94099862,-121.2146928,inactive,LightBiologicals
144212093,NCGC00256284-01,3,5,,,,inconclusive,inconclusive agonist,58.19645745,25.0978834,active antagonist,54.94099862,-88.73445267,inactive,,0,inconclusive antagonist,54.94099862,-114.4437187,inactive,SIGMA
144207794,NCGC00258150-01,3,5,,,,inconclusive,inconclusive agonist,58.21781893,24.24689273,active antagonist,54.96116515,-86.54365239,inactive,,0,active antagonist,54.96116515,-87.18543053,inactive,Io-li-tec
144209563,NCGC00259914-01,3,5,,,,inconclusive,active agonist,58.26766746,20.16137264,inconclusive antagonist,55.0082252,-84.61585211,inactive,,0,active antagonist,55.0082252,-114.1817637,inactive,FMC
144207582,NCGC00257938-01,3,5,,,,inconclusive,active agonist,58.34601536,39.8950637,inconclusive antagonist,55.08219039,-93.72021772,inactive,,0,active antagonist,49.09205386,-108.6057016,inactive,SIGMA
144208104,NCGC00258460-01,3,5,,,,inconclusive,active agonist,59.22232496,20.55781741,active antagonist,54.84690431,-90.9236534,inactive,,0,active antagonist,48.88235492,-110.2128418,inactive,SIGMA
144212384,NCGC00255707-01,3,5,,,,inconclusive,active agonist,59.25860765,28.64886731,active antagonist,51.81053883,-90.29017155,inactive,,0,active antagonist,54.88050626,-104.175705,inactive,Acros
144211903,NCGC00255294-01,3,5,,,,inconclusive,active agonist,59.32392566,33.60134674,inconclusive antagonist,54.94099862,-104.1961826,inactive,,0,inconclusive antagonist,48.96621656,-124.2355096,inactive,LightBiologicals
144210429,NCGC00254155-01,3,5,,,,inconclusive,active agonist,59.32392566,26.12394863,active antagonist,54.94099862,-82.76681856,inactive,,0,active antagonist,12.78095233,-84.34073732,inactive,SIGMA
144210755,NCGC00254381-01,3,5,,,,inconclusive,active agonist,59.32392566,23.4186009,active antagonist,54.94099862,-81.12603151,inactive,,0,active antagonist,51.8676473,-128.0151349,inactive,Pfizer
144209801,NCGC00260151-01,3,5,,,,inconclusive,active agonist,59.38925577,21.51300995,inconclusive antagonist,55.00150193,-96.75672721,inactive,,0,active antagonist,55.00150193,-123.2905622,inactive,SigmaAldrich
144209357,NCGC00259708-01,3,5,,,,inconclusive,inconclusive agonist,59.42328411,29.51855265,inconclusive antagonist,44.56117665,-80.80652786,inactive,,0,inconclusive antagonist,39.7151905,-117.5259495,inactive,SIGMA
144209856,NCGC00260206-01,3,5,,,,inconclusive,active agonist,59.44007627,21.06889438,inconclusive antagonist,43.72663174,-83.57584848,inactive,,0,inconclusive antagonist,38.97140156,-97.6440211,inactive,Io-li-tec
144209845,NCGC00260195-01,3,5,,,,inconclusive,active agonist,59.86143906,21.24009763,active antagonist,52.33760184,-105.5567819,inactive,,0,inconclusive antagonist,55.43879972,-131.5811757,inactive,Io-li-tec
144209736,NCGC00260087-01,3,5,,,,inconclusive,active agonist,60.40703813,23.5077698,active antagonist,58.13275094,-96.76667233,inactive,,0,active antagonist,55.94408937,-124.338154,inactive,SIGMA
144207857,NCGC00258213-01,3,5,,,,inconclusive,active agonist,60.51522342,30.18298499,active antagonist,58.23686325,-87.83056689,inactive,,0,inconclusive antagonist,48.06895059,-105.8659855,inactive,ChemService
144208088,NCGC00258444-01,3,5,,,,inconclusive,active agonist,60.62802556,22.38345152,active antagonist,51.60281873,-70.78629977,inactive,,0,active antagonist,54.03478465,-108.286026,inactive,Flexsys
144213748,NCGC00257401-01,3,5,,,,inconclusive,active agonist,60.80858183,23.65204645,active antagonist,56.31596638,-93.00653444,inactive,,0,active antagonist,51.16404533,-123.7273518,inactive,SIGMA
144208110,NCGC00258466-01,3,5,,,,inconclusive,active agonist,60.94405763,33.60792806,active antagonist,54.31644854,-88.86381593,inactive,,0,active antagonist,56.44143318,-113.4234521,inactive,ChemService
144209858,NCGC00260208-01,3,5,,,,inconclusive,active agonist,61.00428523,21.3438724,active antagonist,58.70751206,-92.95392891,inactive,,0,inconclusive antagonist,48.4574262,-124.3968667,inactive,Io-li-tec
144213755,NCGC00257242-01,3,5,,,,inconclusive,active agonist,61.27543203,30.36271162,inconclusive antagonist,48.67280576,-88.90759595,inactive,,0,active antagonist,48.67280576,-107.7614507,inactive,SIGMA
144212686,NCGC00255153-01,3,5,,,,inconclusive,active agonist,61.64481435,28.73027555,active antagonist,57.09041697,-98.09389695,inactive,,0,inconclusive antagonist,54.94099862,-125.7836349,inactive,LightBiologicals
144210522,NCGC00254170-01,3,5,,,,inconclusive,active agonist,61.64481435,26.95569515,active antagonist,54.94099862,-87.96244351,inactive,,0,active antagonist,38.89524836,-108.5832006,inactive,Pharma
144212231,NCGC00255485-01,3,5,,,,inconclusive,active agonist,61.64481435,25.00677082,active antagonist,51.8676473,-87.34296883,inactive,,0,active antagonist,51.8676473,-115.6832329,inactive,LightBiologicals
144210544,NCGC00253991-01,3,5,,,,inconclusive,active agonist,61.64481435,22.20367761,inconclusive antagonist,54.94099862,-63.16169469,inactive,,0,active antagonist,54.94099862,-66.56462008,inactive,Pharma
144211556,NCGC00255864-01,3,5,,,,inconclusive,active agonist,61.64481435,22.17461859,active antagonist,57.09041697,-91.75470154,inactive,,0,inconclusive antagonist,54.94099862,-122.902804,inactive,SIGMA
144211551,NCGC00256057-01,3,5,,,,inconclusive,inconclusive agonist,61.64481435,21.27229784,inconclusive antagonist,58.19645745,-88.98424306,inactive,,0,inconclusive antagonist,54.94099862,-113.2019954,inactive,SIGMA
144213121,NCGC00256452-01,3,5,,,,inconclusive,active agonist,61.6523565,29.73555786,active antagonist,54.94772057,-85.65186547,inactive,,0,active antagonist,54.94772057,-114.4927829,inactive,LightBiologicals
144212931,NCGC00256767-01,3,5,,,,inconclusive,active agonist,61.84850937,26.03404717,active antagonist,46.37983903,-92.84431953,inactive,,0,active antagonist,52.0390353,-123.5307903,inactive,SIGMA
144207793,NCGC00258149-01,3,5,,,,inconclusive,inconclusive agonist,61.88624296,23.22563207,inconclusive antagonist,43.81210482,-82.25606768,inactive,,0,inconclusive antagonist,34.80119188,-113.1374765,inactive,Io-li-tec
144212150,NCGC00255210-01,3,5,,,,inconclusive,active agonist,63.5986229,24.25969619,active antagonist,63.5986229,-92.58570351,inactive,,0,active antagonist,50.51818186,-120.9991909,inactive,SIGMA
144207326,NCGC00257682-01,3,5,,,,inconclusive,active agonist,63.68817394,38.03775931,active antagonist,43.39024776,-101.8050766,inactive,,0,active antagonist,30.71794299,-99.97196898,inactive,SIGMA
144212382,NCGC00255209-01,3,5,,,,inconclusive,active agonist,64.4663919,27.93617144,active antagonist,50.23426254,-90.54960234,inactive,,0,active antagonist,50.23426254,-133.2238008,inactive,Acros
144207302,NCGC00257658-01,3,5,,,,inconclusive,active agonist,66.15832817,33.37505175,active antagonist,54.607361,-105.1272658,inactive,,0,active antagonist,58.96367205,-117.8215095,inactive,SIGMA
144208076,NCGC00258432-01,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inconclusive,,,inactive,SigmaAldrich
144208136,NCGC00258492-01,3,5,,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,SIGMA
144208160,NCGC00258515-01,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208434,NCGC00258788-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,5.679019553,-55.02329718,inactive,,0,active agonist,2.901393922,68.1146826,inactive,SIGMA
144208767,NCGC00259118-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,0.146975336,-34.676733,inactive,,0,inconclusive antagonist,4.304385185,-115.5214732,inactive,SIGMA
144208782,NCGC00259133-01,3,5,,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,12.43230408,-89.89002403,inactive,Sensient
144208903,NCGC00259254-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,14.40716281,-59.42186874,inactive,,0,inconclusive antagonist,39.0761527,-61.88831145,inconclusive,SIGMA
144209253,NCGC00259604-01,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144209306,NCGC00259657-01,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144209785,NCGC00260135-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,2.01115951,-51.22437842,inactive,,0,inconclusive antagonist,7.705127862,-53.41940443,inactive,Sensient
144209969,NCGC00260318-01,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144210883,NCGC00254466-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,8.134300384,-55.96914057,inactive,,0,inconclusive antagonist,3.633458515,-117.2420016,inconclusive,LightBiologicals
144212392,NCGC00255992-01,3,5,,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,24.54124262,-61.50863919,inactive,,0,inconclusive antagonist,,,inactive,Acros
144212593,NCGC00255115-01,3,5,,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,24.54124262,-57.97693229,inactive,,0,inconclusive antagonist,,,inactive,LightBiologicals
144212682,NCGC00255136-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,21.87240551,-57.3797506,inactive,,0,inconclusive antagonist,36.71948225,-67.09660331,inactive,LightBiologicals
144212693,NCGC00255672-01,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,0.407910758,-45.06233685,inactive,,0,active antagonist,1.655383004,-79.27886894,inactive,LightBiologicals
170464708,NCGC00017112-10,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,5.054294622,-42.99384243,inactive,,0,inconclusive,,,inactive,Microsource
170464804,NCGC00016564-06,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,Vitas
170464925,NCGC00015883-11,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,Tocris
170465512,NCGC00090756-12,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,Enzo
170465534,NCGC00159478-04,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,2.485004737,-32.42661988,inactive,,0,inconclusive antagonist,,,inactive,Specs
170465596,NCGC00015656-12,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inconclusive agonist,,14.64606358,inactive,,0,inactive,Enzo
170465664,NCGC00091563-12,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,0.312843561,-42.07360122,inactive,,0,inconclusive antagonist,,-25.26558157,inactive,Microsource
170465699,NCGC00164493-02,3,5,,,,inconclusive,inconclusive agonist,,,active antagonist,0.242153765,-46.72140362,inactive,,0,active antagonist,1.213643756,-99.74753327,inactive,Labotest
170465984,NCGC00179676-03,3,5,,,,inconclusive,inconclusive agonist,,,inconclusive antagonist,13.44808836,-88.25727779,inactive,,0,active antagonist,16.93014018,-106.6651586,inactive,"Prestwick Chemical, Inc."
170466629,NCGC00160660-02,3,5,,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,inactive,Vitas
144211727,NCGC00256176-01,3,5,,,,inconclusive,inconclusive agonist,,19.98122677,active antagonist,40.41692003,-72.21172984,inactive,,0,inconclusive antagonist,43.64118645,-110.9224999,inactive,Sigma DiscoveryCPR
144209883,NCGC00260233-01,3,5,,,,inconclusive,active agonist,,19.9392755,active antagonist,54.66551262,-92.63644543,inactive,,0,active antagonist,59.02646285,-119.320666,inactive,Io-li-tec
144210878,NCGC00254356-01,3,5,,,,inconclusive,active agonist,,19.74908037,active antagonist,51.99009656,-74.6924584,inactive,,0,active antagonist,58.33384778,-95.7751412,inactive,SIGMA
170464927,NCGC00015226-12,3,5,,,,inconclusive,active agonist,,19.63255897,inconclusive antagonist,23.91445864,-59.12374605,inactive,,0,active antagonist,23.91445864,-86.13371019,inactive,Microsource
144209846,NCGC00260196-01,3,5,,,,inconclusive,active agonist,,19.60459437,active antagonist,36.81834145,-90.21826366,inactive,,0,active antagonist,29.24584817,-107.363087,inactive,Io-li-tec
144211419,NCGC00255002-01,3,5,,,,inconclusive,inconclusive agonist,,19.57121417,active antagonist,0.122997575,-47.11053852,inactive,,0,inconclusive antagonist,48.96621656,-105.6815956,inactive,SIGMA
144209179,NCGC00259530-01,3,5,,,,inconclusive,inconclusive agonist,,19.49020749,active antagonist,54.82002509,-74.14109749,inactive,,0,active antagonist,56.96471082,-87.54591565,inactive,SIGMA
144212212,NCGC00255378-01,3,5,,,,inconclusive,inconclusive agonist,,19.20771675,active antagonist,48.96621656,-91.06315748,inactive,,0,inconclusive antagonist,48.96621656,-116.9199074,inactive,LightBiologicals
170466126,NCGC00164245-03,3,5,,,,inconclusive,inconclusive agonist,,19.19654937,inconclusive antagonist,26.83246392,-52.06109154,inactive,,0,inconclusive antagonist,23.91445864,-73.67004696,inactive,SIGMA
144209109,NCGC00259460-01,3,5,,,,inconclusive,active agonist,,19.17511937,active antagonist,55.18980569,-86.22116716,inactive,,0,inconclusive antagonist,55.18980569,-104.1011064,inactive,Pfaltz-Bauer
144213776,NCGC00257433-01,3,5,,,,inconclusive,active agonist,,19.11594341,active antagonist,37.4308666,-78.18673703,inactive,,0,inactive,,0,inactive,LightBiologicals
144209108,NCGC00259459-01,3,5,,,,inconclusive,active agonist,,19.08925677,active antagonist,9.754507074,-55.09785051,inactive,,0,active antagonist,4.704772869,-93.80484922,inactive,SIGMA
144208380,NCGC00258734-01,3,5,,,,inconclusive,active agonist,,18.96603269,active antagonist,54.7595551,-77.47155514,inactive,,0,active antagonist,56.90187496,-102.4034422,inactive,Albemarle
144210183,NCGC00260530-01,3,5,,,,inconclusive,active agonist,,18.96006802,active antagonist,52.86603559,-72.52321435,inactive,,0,active antagonist,51.86130132,-106.7274977,inactive,McKesson Chemical
144210709,NCGC00254258-01,3,5,,,,inconclusive,active agonist,,18.85392381,active antagonist,11.83667932,-70.44168479,inactive,,0,active antagonist,15.48447727,-94.3595262,inactive,LightBiologicals
170465344,NCGC00018250-06,3,5,,,,inconclusive,active agonist,,18.80165092,active antagonist,19.73909426,-82.20156235,inactive,,0,inconclusive antagonist,23.91445864,-92.71307092,inactive,Microsource
144209297,NCGC00259648-01,3,5,,,,inconclusive,active agonist,,18.70275341,active antagonist,33.32356395,-73.45030568,inactive,,0,inactive,,0,inactive,Sensient
144210814,NCGC00254414-01,3,5,,,,inconclusive,active agonist,,18.67700311,inconclusive antagonist,54.94099862,-83.97328122,inactive,,0,inconclusive antagonist,48.96621656,-111.4097551,inactive,LightBiologicals
144209089,NCGC00259440-01,3,5,,,,inconclusive,active agonist,,18.6344457,active antagonist,54.64536423,-70.71053371,inactive,,0,active antagonist,48.70273213,-77.46934479,inactive,SIGMA
144210569,NCGC00253971-01,3,5,,,,inconclusive,inconclusive agonist,,18.01356005,active antagonist,48.96621656,-70.22383928,inactive,,0,active antagonist,66.56253937,-77.28534578,inactive,Pharma
144211658,NCGC00256156-01,3,5,,,,inconclusive,inconclusive agonist,,18.00143843,inconclusive antagonist,54.94099862,-85.06359502,inactive,,0,active antagonist,51.8676473,-111.3234687,inactive,SIGMA
144208665,NCGC00259018-01,3,5,,,,inconclusive,active agonist,,17.89628614,active antagonist,54.69909614,-66.82619173,inactive,,0,active antagonist,61.3733953,-68.85277387,inactive,SIGMA
144208907,NCGC00259258-01,3,5,,,,inconclusive,active agonist,,17.81964354,active antagonist,29.94714925,-76.90170175,inactive,,0,active antagonist,43.95640377,-80.16639321,inactive,SIGMA
170466819,NCGC00016789-06,3,5,,,,inconclusive,active agonist,,17.81369583,active antagonist,26.83246392,-81.42486955,inactive,,0,active antagonist,26.83246392,-116.5970645,inactive,Microsource
144211567,NCGC00256133-01,3,5,,,,inconclusive,active agonist,,17.77464814,active antagonist,54.94099862,-77.58720301,inactive,,0,active antagonist,52.8725044,-78.58271653,inactive,SIGMA
144212178,NCGC00255501-01,3,5,,,,inconclusive,active agonist,,17.72054262,active antagonist,47.12266915,-76.62441015,inactive,,0,inconclusive antagonist,61.64481435,-121.905823,inactive,LightBiologicals
144208495,NCGC00258849-01,3,5,,,,inconclusive,active agonist,,17.38627957,active antagonist,48.57107885,-68.97923511,inactive,,0,inconclusive antagonist,43.28901959,-70.20678646,inactive,SIGMA
144212039,NCGC00255484-01,3,5,,,,inconclusive,active agonist,,17.33336064,active antagonist,20.79679491,-85.34582582,inactive,,0,active antagonist,27.20589866,-111.3926369,inactive,SIGMA
144213796,NCGC00257297-01,3,5,,,,inconclusive,active agonist,,17.2040463,active antagonist,19.49618701,-83.33589702,inactive,,0,active antagonist,50.88811312,-109.0109285,inactive,Alfa Aesar
144213683,NCGC00257310-01,3,5,,,,inconclusive,active agonist,,17.16193936,active antagonist,51.8676473,-74.36623152,inactive,,0,active antagonist,50.88188769,-98.30185216,inactive,ChemService
144208885,NCGC00259236-01,3,5,,,,inconclusive,active agonist,,17.14290772,active antagonist,3.965659482,-61.21383265,inactive,,0,inactive,,0,inactive,SIGMA
170465567,NCGC00159424-04,3,5,,,,inconclusive,active agonist,,17.11407741,active antagonist,5.353780407,-67.31581577,inactive,,0,inconclusive antagonist,6.740010203,-105.64045,inactive,Labotest
144210568,NCGC00253950-01,3,5,,,,inconclusive,inconclusive agonist,,17.06554863,active antagonist,13.6607022,-55.90807023,inactive,,0,active antagonist,12.65143216,-82.03733011,inactive,Pharma
144208106,NCGC00258462-01,3,5,,,,inconclusive,active agonist,,16.97822702,inconclusive antagonist,54.76627338,-87.41306795,inactive,,0,active antagonist,54.76627338,-79.02509738,inactive,SigmaAldrich
144207461,NCGC00257817-01,3,5,,,,inconclusive,inconclusive agonist,,16.89082223,active antagonist,2.087135149,-42.36399516,inactive,,0,active antagonist,11.29493942,-94.08164905,inactive,SigmaAldrich
144207636,NCGC00257992-01,3,5,,,,inconclusive,active agonist,,16.8535512,inconclusive antagonist,49.1340116,-74.10478254,inactive,,0,inconclusive antagonist,55.12926775,-116.928572,inactive,Sensient
144213478,NCGC00257010-01,3,5,,,,inconclusive,active agonist,,16.83199101,active antagonist,23.61728019,-83.58377709,inactive,,0,active antagonist,48.96621656,-114.4325955,inactive,LightBiologicals
170465826,NCGC00018254-08,3,5,,,,inconclusive,active agonist,,16.78125153,active antagonist,18.28074485,-76.69342421,inactive,,0,inconclusive antagonist,2.391445864,-41.4119157,inactive,Microsource
144211179,NCGC00254766-01,3,5,,,,inconclusive,active agonist,,16.75910066,active antagonist,4.364118645,-59.13383938,inactive,,0,inactive,,0,inactive,Enamine
144213967,NCGC00090708-05,3,5,,,,inconclusive,inconclusive agonist,,16.54596111,active antagonist,0.950130779,-45.89598569,inactive,,0,inconclusive antagonist,1.921556639,-80.55767315,inactive,Enamine
144210911,NCGC00254364-01,3,5,,,,inconclusive,inconclusive agonist,,16.52642966,active antagonist,50.88188769,-69.52009517,inactive,,0,active antagonist,57.09041697,-80.40579473,inactive,SIGMA
144213781,NCGC00257244-01,3,5,,,,inconclusive,inconclusive agonist,,16.47628898,active antagonist,51.87399323,-76.20128216,inactive,,0,inconclusive antagonist,58.2035777,-92.68153484,inactive,SIGMA
144213197,NCGC00256325-01,3,5,,,,inconclusive,active agonist,,16.47275366,active antagonist,1.139103575,-58.80875548,inactive,,0,active antagonist,1.805357502,-89.40072295,inactive,SIGMA
144208854,NCGC00259205-01,3,5,,,,inconclusive,active agonist,,16.47031137,active antagonist,22.65026524,-52.65162205,inactive,,0,active antagonist,13.75329081,-38.601741,inactive,SIGMA
144209270,NCGC00259621-01,3,5,,,,inconclusive,active agonist,,16.4675623,inconclusive antagonist,48.90631289,-75.85068011,inactive,,0,active antagonist,51.80419411,-104.389888,inactive,SIGMA
