SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
6123	DDX9	1.004	1.228	1.099	1.033	0.896
6124	DF	0.148	0.114	0.328	0.08	-0.196
6125	IL10RB	0.289	0.036	-0.335	0.122	0.207
6126		0.246	0.099	0.187	0.037	-0.399
6127	CTSH	0.148	-0.323	-0.702	-0.427	-0.439
6128	CTNNB1	0.229	-0.043	0.097	0.179	0.148
6129	CPE	0.126	-0.161	-0.256	-0.169	-0.305
6130	CPS1	-0.178	-0.057	-0.173	-0.077	-0.102
6131	CANX	0.616	0.299	0.364	0.404	0.164
6132	CDH8	-0.133	-0.065	-0.159	-0.17	-0.179
6133	LOC114987	-0.639	0.444	-0.17	-0.466	0.176
6134		0.046	0.234	-0.218	-0.437	-0.366
6135	MGC46235	0.38	0.431	0.485	0.162	0.052
6136		-0.489	0.021	-0.305	-0.701	-0.277
6137		-0.089	0	-0.065	-0.33	-0.181
6138		-0.485	-0.378	-0.308	-0.661	-0.513
6139	RBBP6	0.138	-0.03	0.155	0.032	-0.345
6140	HSD17B7	-0.117	-0.177	-0.319	-0.078	-0.063
6141	LDB2	0.017	0.2	-0.192	-0.036	0
6142	NRXN2	-0.45	0.005	0.192	-0.322	-0.429
6143	IL1RAP	-0.356	0.013	-0.235	-0.412	-0.331
6144	SAST	-0.513	-0.097	-0.523	-0.525	-0.301
6145	DIO2	0.132	-0.319	0.053	0.023	-0.302
6146	GPR86	-0.421	-0.038	-0.133	-0.558	-0.288
6147	MGC4840	-0.254	-0.304	-0.329	-0.469	-0.541
6148		1.16	1.338	1.094	-0.801	0.585
6149		-0.447	-0.1	0.302	-0.382	-0.302
6150		-2.036	0.07	-0.176	-0.423	1.799
6151	LOC159090	0.259	0.322	-0.161	-0.279	-0.154
6152	MGC16824	0.326	-0.027	-0.101	-0.095	-0.013
6153		-0.115	-0.261	-0.948	-0.461	-0.677
6154	KIAA1896	-0.369	-0.526	-0.278	-0.074	-0.226
6155	FBXL5		0.313	1.149	-0.322	0.327
6156	AIG-1	0.254	-0.055	-0.232	-0.222	-0.28
6157	DKFZP434D1335	0.265	0.314	0.089	0.132	-0.047
6158	KIF3B	-0.237	-0.167	0.14	-0.064	1.19
6159	OIP5	0.257	-0.223	-0.108	-0.286	-0.208
6160		-0.153	0.689	0.794	0.175	0.464
6161	GTAR	0.207	0.385	0.254	0.064	0.23
6162		-0.36	0.191	-0.118	-0.225	0.171
6163		-0.331	0.555	-0.092	-0.453	-0.123
6164		-0.208	0.12	-0.075	-0.714	-0.136
6165	MGC10871	0.308	0.123	0.135	0.102	0.2
6166		0.469	0.552	0.678	0.418	0.507
6167		-0.082	0.89	-0.025	-0.095	0.955
6168		-0.464	0.338	0	-0.412	-0.286
6169		-0.048	-0.035	0.062	-0.168	-0.057
6170		-0.77	0.112	0.225	-0.726	-0.855
6171		-0.211	0.011	0.057	-0.183	-0.091
6172	KIAA0997	0.674	0.035	0.599	0.444	0.598
6173		-0.044	-0.006	0.013	-0.375	-0.218
6174		-0.281	0.154	0.129	-0.151	0.01
6175	SOCS5	0.161	0.128	0.237	0.134	-0.027
6176		-0.324	-0.231	-0.264	0.451	-0.182
6177	BIVM	0.227	0.181	-0.065	0.006	0.059
6178		-0.778	-0.363	-0.558	-0.498	-0.032
6179	MGC10198	0.012	0.074	0.001	-0.096	-0.139
6180		-0.593	0.177	0.061	-0.253	-0.118
6181		-0.562	0.178	-0.3	-0.74	-0.529
6182		-0.315	-0.07	-0.223	-0.486	-0.468
6183	GK001	0.209	-0.025	0.064	0.037	-0.076
6184		-0.103	-0.059	-0.253	-0.369	-0.035
6185		-0.201	0.354	-0.011	-0.454	-0.127
6186	ZNF363	-0.115	0.105	0.052	-0.087	-0.381
6187		-0.455	-0.026	0.073	-0.348	0.233
6188	MBD4	0.2	0.059	-0.02	0.09	0.035
6189		-0.081	0.383	0.03	-0.183	0.088
6190		0.364	0.767	0.552	0.285	0.48
6191		-0.231	0.117	0.026	0.021	0.028
6192		-0.809	0.038	0.027	0.581	-0.621
6193		-0.125	0.083	0.082	-0.26	-0.15
6194		-0.502	0.073	-0.104	-0.482	-0.262
6195		-0.913	-0.034	-0.441	-1.125	-0.491
6196	GENX-3414	-1.003	-0.11	-0.746	-0.834	-0.549
6197		0.3	0.636	0.083	-0.01	-0.164
6198	ARG1	-0.486	0.372	0.242	-0.289	-0.29
6199		0.107	-0.089	0.065	0.142	0.053
6200	MGC40441	-0.669	0.108	0.027	-0.394	-0.379
6201		-0.57	0.12	-0.159	-0.742	-0.37
6202	FLJ90440	0.104	-0.211	-0.488	-0.087	-0.164
6203		-0.566	0.084	-0.336	-0.458	-0.395
6204		-0.728	0	-0.306	-0.975	-0.211
6205	UGCGL2	0.083	-0.146	-0.112	-0.255	-0.064
6206	FLJ22378	-0.004	-0.031	-0.179	-0.203	-0.181
6207	LOC150356	-0.144	0.004	-0.422	-0.159	-0.198
6208	SYNGR1	-0.428	-0.19	-0.737	-0.553	-0.321
6209	SPUF	0.009	-0.127	-0.338	-0.197	-0.347
6210		-0.821	-0.321	-0.58	-1.175	-0.995
6211		-0.724	-0.337	-0.374	-0.663	-0.693
6212	MRPL16	0.21	-0.077	-0.665	-0.311	-0.331
6213	SLC9A5	-0.304	0.053	-0.258	-0.149	-0.147
6214	FLJ22637	0.256	-0.206	-0.047	-0.03	-0.196
6215	RGS5	0.376	-0.673	-0.515	0.452	1.432
6216	PPP1R14A	-0.334	-0.559	-0.516	-0.576	-0.289
6217	KIAA1018	0.019	-0.087	-0.762	-0.365	-0.239
6218	KIAA0776	0.051	-0.078	-0.363	-0.179	-0.124
6219		-0.046	-0.093	-0.338	-0.052	0.02
6220	EGFL5	-0.276	-0.009	0.044	0.033	-0.119
6221	FLJ35740	0.127	0.07	0.019	0.038	-0.013
6222		0.012	0.034	0.475	-0.132	-0.413
6223	DKFZP564O1863	0.335	0.262	0.326	0.412	0.193
6224	FLT1	-0.447	0.236	-0.016	-0.134	-0.459
6225	NAPG	0.054	-0.023	0.013	-0.14	-0.146
6226	NEK9	0.198	-0.127	-0.25	-0.289	0.089
6227	RAI17	0.212	-0.078	-0.435	-0.303	-0.132
6228	PPP1R12C	0.047	-0.197	-0.733	-0.045	-0.021
6229	TLOC1	-0.129	-0.102	-0.334	-0.344	-0.384
6230		-0.227	0.065	-0.025	-0.538	-0.127
6231	PTGIS	-0.618	-0.098	-0.335	-0.485	-0.697
6232		-0.185	0.184	0.058	-0.234	0.082
6233		-0.487	-0.262	-0.275	-0.559	-0.815
6234		-0.721	-0.007	-0.691	-1.221	-0.792
6235	MGC35366	-0.126	-0.013	-0.274	-0.303	-0.156
6236	MGC12538	-0.807	-0.445	-0.304	-0.764	-0.978
6237		-0.268	0.034	-0.154	-0.57	-0.315
6238		-0.547	0.083	-0.089	-0.626	-0.159
6239	DKFZP566K023	0.254	0.145	-0.215	0.022	0.022
6240		-0.313	0.477	0.091	0.321	0.287
6241	LOC201164	-0.456	-0.176	-0.955	-1.466	-0.899
6242	ACO2	0.232	0.261	-0.493	-0.285	-0.192
6243		-0.415	-0.269	-0.48	-0.597	-0.657
6244	NSAP1	0.032	0.032	-0.537	-0.587	-0.614
6245		-0.435	0.186	-0.065	-0.168	0.849
6246		-0.47	0.214	0.077	-0.178	0.66
6247		-0.26	0.157	0.016	-0.453	-0.187
6248	FLJ22474	0.053	-0.405	1.671	-0.402	-0.334
6249	MCCC2	0.234	0.256	0.343	0.046	-0.034
6250	DKFZP667C165	-0.193	0.168	0.638	-0.435	-0.379
6251		0	0.476	0.091	-0.369	-0.086
6252		-0.8	-0.119	-0.799	-0.865	-0.855
6253	IL6R	-0.491	0.038	-0.096	-0.285	0.007
6254		0.053	-0.148	-0.393	-0.2	-0.387
6255	TMEM4	0.33	-0.116	-0.623	-0.202	-0.118
6256	B3GNT1	0.406	0.347	0.191	0.383	0.126
6257	KIAA1949	0.065	0.151	1.105	1.39	1.151
6258		-0.074	-0.088	-0.137	-0.199	-0.145
6259	FLJ10583	0.249	0.083	0.354	0.176	-0.028
6260	SLK	-0.077	-0.097	0.028	-0.215	-0.199
6261		-0.272	0.111	-0.25	-0.206	-0.054
6262	FLJ13433	0.015	0.34	-0.054	0.041	0.079
6263	PROCR	0.217	0.384	0.228	0.12	-0.006
6264		0.206	0.045	-0.156	-0.1	0.102
6265		-0.581	-0.361	-0.264	-0.623	-0.749
6266		0.437	0.381	-0.193	-0.025	0.256
6267		0.178	0.089	0.02	0.023	0.13
6268		-0.674	-0.172	-0.572	-0.727	-0.377
6269	PIGN	0.346	-0.288	-0.138	-0.105	0.107
6270		0.067	-0.269	-0.074	-0.122	-0.012
6271	PIGM	-0.066	-0.319	-0.614	-0.752	-0.1
6272	EG1	0.263	-0.043	-0.004	0.132	0.043
6273	KIAA0472	-0.052	-0.091	-0.203	-0.232	-0.133
6274		-0.461	0.142	-0.25	-0.341	0.046
6275		0.018	0.204	0.062	-0.318	-0.274
6276		-0.726	-0.107	0.043	-0.081	-0.525
6277	FLJ23306	-0.001	0.077	0.562	0.657	0.653
6278	BIKE	-0.23	-0.086	0.096	-0.334	-0.486
6279		-0.111	0.045	-0.212	-0.2	-0.374
6280	SERPINE2	-0.317	0.306	0.099	-0.302	-0.05
6281	FZD7	0.073	0.254	-0.108	-0.819	-1.177
6282	NTPBP	-0.306	0.04	-0.368	-0.4	-0.508
6283	OSR1	0.128	0.025	0.256	0.438	0.268
6284	B3GNT5	0.189	-0.13	0.643	0.46	0.535
6285	SRRM1	0.366	0.102	-0.055	-0.198	-0.479
6286	UMPK	-0.033	-0.067	-0.634	-1.083	-0.923
6287	FLJ32370	0.028	-0.357	-0.28	-0.177	-0.18
6288	MGC45416	0.102	-0.05	-0.312	0.084	0.173
6289		-0.401	0.066	-0.212	-0.284	-0.67
6290	KIAA1327	0.068	-0.032	-0.126	-0.001	-0.097
6291	TNFSF13	-0.265	0.06	-0.022	0.081	0.341
6292	DKFZP586A0522	-0.284	0.008	-0.044	-0.215	-0.127
6293	SMBP	0.383	0.071	0.219	0.265	0.217
6294	AGTRL1	-0.024	-0.19	-0.304	-0.425	-0.425
6295	CGTHBA	0.266	0.822	0.085	0.55	0.76
6296		-0.675	-0.134	-0.356	-0.68	-0.529
6297	TCF4	0.039	-0.213	-0.261	-0.035	0.051
6298	FLJ10726	0.574	0.451	0.346	0.316	0.336
6299	PLAC8	-0.536	-0.338	-0.437	-0.575	-0.47
6300	LOC56834	0.195	-0.199	-0.047	-0.166	-0.223
6301	PTPN3	0.262	0.223	0.189	0.501	0.436
6302	PPP3CA	0.187	0.162	-0.147	-0.361	-0.21
6303	PRKCM	-0.435	0.206	-0.08	-0.458	0.053
6304	POMC	0.513	-0.236	-0.28	-0.101	-0.147
6305	PRLR	-0.306	0.218	0.025	0.025	-0.198
6306	PML	0.32	-0.253	-0.351	-0.214	-0.241
6307	FOS	0.434	1.129	-0.24	1.515	0.321
6308	ORM2	-0.414	-0.343	-0.284	-0.655	-0.4
6309	NP	0.101	-0.289	0.08	0.094	-0.306
6310	NFYA	0.617	0.654	0.503	0.473	0.458
6311	NFE2L2	0.088	-0.051	0.489	0.071	-0.27
6312	NME2	-0.003	-0.289	-0.51	-0.259	-0.785
6313	MGC14258	0.121	-0.061	-0.259	-0.388	-0.46
6314	PIPPIN	-0.152	0.006	-0.257	-0.176	-0.146
6315		-0.12	0.229	0.193	-0.196	-0.204
6316	MADH2	0.377	0.178	0.306	0.348	0.306
6317	MGC20235	-0.021	0.107	0.317	0.332	0.42
6318	CDC42	0.582	0.583	0.873	0.866	0.625
6319	SREBF1	0.074	-0.15	-0.067	0.163	0.046
6320	ITSN2	0.183	-0.017	-0.041	0.187	0.234
6321	ROCK1	0.052	0.128	0.052	-0.149	-0.207
6322	RAB2L	0.202	-0.375	-0.435	-0.156	0.246
6323	POLR2D	0.264	0.185	-0.064	-0.267	-0.382
6324	PARG1	0.066	-0.259	-0.565	-0.358	-0.255
6325	PIP5K1B	-0.075	-0.394	-0.549	-0.284	0
6326	MAPRE3	0.205	-0.135	-0.049	0.387	0.5
6327	NOT56L	0.28	-0.253	-0.274	-0.268	-0.32
6328	PMPCB	-0.1	-0.241	-0.031	-0.305	-0.432
6329	IL13RA2	-0.127	0.181	0.318	0.408	0.33
6330	NSMAF	0.453	0.36	-0.072	-0.052	-0.167
6331	GARS	-0.62	-0.151	-0.095	0.482	0.328
6332	GPX1	0.26	-0.152	-0.602	-0.163	-0.535
6333	GSTM5	-0.141	0.092	-0.13	-0.208	-0.438
6334	GCDH	-0.269	0.146	0.128	-0.558	-0.487
6335	GRM3	0.207	0.033	-0.425	0.306	0.127
6336	GRIA2	-0.342	-0.231	-0.169	-0.374	-0.414
6337	PPIG	-0.27	-0.337	-0.516	-0.816	-0.994
6338	FLT1	-0.15	0.224	0.101	-0.178	0.071
6339		0.942	1.038	0.663	0.804	0.725
6340	SHC1	0.654	1.578	1.011	1.479	1.689
6341	P2Y5	0.187	0.119	-0.25	-0.032	0.491
6342	NDUFA3	0.213	-0.351	-0.708	-0.186	-0.558
6343	DKFZp547D155	-0.049	0.061	-0.145	-0.239	-0.256
6344		-0.469	0.125	-0.025	-0.181	-0.273
6345	FLJ38932	-0.878	-0.296	-0.106	-0.885	-0.867
6346		-0.187	-0.061	-0.122	-0.416	-0.278
6347		-0.276	0.295	0.189	-0.103	-0.178
6348		0.029	0.217	-0.097	-0.437	-0.002
6349	NCOA3	0.495	0.288	0.618	0.477	0.586
6350	MGC24302	0.261	0.123	-0.116	-0.399	-0.585
6351	MGC14353	-0.675	-0.451	-0.689	-1.791	-0.594
6352	LMAN1	0.079	-0.127	-0.123	-0.164	-0.222
6353	WEE1	-0.099	0.024	1	1.228	0.578
6354	ALEX3	0.147	0.035	0.287	0.582	0.637
6355		-0.073	-0.425	-0.636	-0.728	-0.497
6356	KIAA1007	-0.035	0.115	-0.106	-0.19	-0.177
6357	AK1	-0.724	-0.485	-0.614	-0.568	0.026
6358		-1.427	-0.265	0	-0.402	0.074
6359	FYN	-1.216	-0.409	-0.093	-0.459	-0.755
6360	MLANA	-0.247	0.122	-0.063	-0.122	0.021
6361		-0.417	0.428	-0.068	-0.455	-0.157
6362		-1.034	0.026	-0.287	-0.755	-0.391
6363	GPR17	-0.182	0.165	-0.196	-0.154	-0.191
6364		-1.107	0.094	-0.134	-0.828	-1.024
6365	Rab11-FIP3	0.332	0.227	-0.392	0.227	0.319
6366		-0.63	0.058	-0.171	-0.631	-1.141
6367		0.257	0.247	0.538	0.16	0.546
6368		-0.423	0.144	-0.212	-0.579	-0.701
6369	ABCA5	0.144	-0.215	-0.068	-0.13	-0.173
6370		-0.266	0.234	-0.137	-0.657	-0.351
6371	FLJ10697	1.11	1.073	0.913	1.022	1.133
6372	MGC43306	-0.617	0.106	-0.513	-0.694	-0.392
6373	RPL6	0.152	-0.174	-0.195	-0.483	-0.576
6374	POLR2B	0.348	0.125	0.044	-0.002	-0.022
6375	RAB3A	0.228	0.366	0.071	0.269	0.416
6376	PSMB1	-0.018	-0.31	-0.237	-0.212	-0.416
6377	MTCH2	0.079	-0.288	-0.371	-0.305	-0.555
6378	PIK3CB	0.557	0.421	0.247	0.64	0.558
6379	CIC	0.108	-0.229	-0.018	-0.072	-0.454
6380	KIAA0141	0.03	-0.138	-0.475	-0.255	-0.346
6381	HNRPAB	0.08	-0.095	-0.223	-0.287	-0.668
6382	TRIP	0.256	0.433	-0.086	0.098	-0.108
6383	CRYGC	-0.232	-0.454	-0.22	-0.454	-0.567
6384	CCL25	-0.337	-0.185	-1.112	-0.376	-0.177
6385	FGFRL1	0.418	0.854	0.451	0.989	1.302
6386	KIAA0964	0.469	0.753	0.485	1.371	1.486
6387	LOC90141	0.189	0.087	-0.09	-0.283	-0.312
6388	LOC51103	0.115	-0.016	-0.3	-0.087	-0.021
6389	NIP30	0.083	-0.117	-0.118	-0.063	-0.043
6390	ARK	0.165	-0.105	0.204	0.305	0.108
6391		-0.347	-0.078	-0.314	-0.565	-0.438
6392		-0.265	-0.274	0.22	0.077	0.08
6393		-0.367	-0.324	-0.314	-0.244	-0.469
6394		-0.045	-0.197	-0.612	-0.596	-0.365
6395		-0.148	-0.374	-0.413	-0.321	-0.521
6396	DDX8	0.279	0.249	0.194	-0.041	-0.017
6397	SDR1	-0.356	-0.641	-1.015	-0.321	0.313
6398	KIAA1387	0.449	0.284	0.154	0.401	0.358
6399		0.13	-0.038	-0.129	-0.258	-0.257
6400	AQP4	-0.039	0.031	-0.022	-0.166	-0.234
6401	GNL1	0.086	0.316	0.055	-0.151	-0.106
6402		0.113	-0.487	0.069	-0.072	-0.109
6403		-0.024	-0.416	-0.147	-0.123	-0.072
6404		-0.07	-0.263	-0.211	-0.551	-1.018
6405	FLJ20967	0.634	0.62	0.474	0.588	0.688
6406	KIAA0683	0.015	0.713	-0.454	-0.023	-0.214
6407		-0.152	0.102	0.02	-0.291	0.02
6408		-0.195	0.082	0.343	-0.152	-0.15
6409	RAB3-GAP150	-0.04	-0.316	-0.284	-0.181	-0.317
6410		0.124	-0.04	0.083	-0.19	0.009
6411	FLJ20254	0.342	0.161	0.002	-0.009	0.165
6412	CRAMP1L	0.247	0.179	0.135	-0.039	0.102
6413	OSBPL10	0.356	0.111	0.222	0.26	0.328
6414	RHOBTB3	1.299	1.519	1.445	1.242	0.964
6415	FLJ20315	0.027	0.033	-0.926	-0.341	-0.214
6416		-0.506	0.111	0.133	0.301	0.291
6417	DC13	0.081	-0.094	-0.151	-0.117	-0.64
6418	TRNT1	0.341	0.352	0.098	-0.013	-0.126
6419		-0.329	0.02	-0.327	-0.294	-0.128
6420	TFDP2	0.036	-0.031	-0.288	-0.718	-0.908
6421		-0.765	0.148	0.076	-0.284	-0.39
6422	FLJ36090	-0.31	0.238	-0.006	-0.09	0.198
6423		-0.609	-0.068	-0.195	-0.261	-0.567
6424	CHMP1.5	0.25	0.222	0.241	0.699	0.521
6425	DKFZp761O0113	-0.086	0.15	-0.285	0.311	-0.022
6426	RHOBTB1	-0.42	0.386	-0.563	-0.226	0.239
6427		-0.416	-0.207	-0.044	-0.25	-0.438
6428		-1.047	-0.118	-0.249	-1.376	-1.058
6429		-0.507	0.039	-0.146	-0.409	-0.677
6430		-0.242	-0.022	-0.346	-0.368	-0.268
6431	MLL5	-0.513	0.18	-0.209	-0.485	-0.293
6432		-0.999	-0.085	-0.478	-0.885	-0.768
6433		-1.474	-0.298	-0.051	-0.548	0
6434		-1.241	-0.546	-0.513	-0.921	-0.661
6435		-0.512	-0.091	-0.418	-0.885	-0.447
6436		-0.722	0.174	-0.154	-0.477	-0.466
6437		-1	-0.384	-0.634	-0.471	-0.599
6438		-1.244	-0.224	-0.684	-0.716	-1.102
6439	ZNF294	0.735	0.892	0.478	0.709	0.658
6440		-0.464	-0.267	-0.4	-0.427	-0.258
6441	ADAM23	-0.565	0.364	0.058	-0.256	-0.268
6442		-0.002	0.272	0.144	-0.19	-0.327
6443	KIAA0478	0.051	-0.135	-0.333	-0.267	-0.317
6444	FLJ23403	-0.282	0.01	-0.228	-0.322	-0.686
6445		0.07	-0.002	-0.175	-0.11	-0.228
6446		-0.453	0.069	-0.238	-0.468	-0.503
6447	KIAA0937	0.211	0.156	-0.706	-0.708	-0.328
6448	RAD21	0.672	0.474	0.784	0.791	0.627
6449	TIAM2	-0.617	0.038	-0.309	-0.538	-0.239
6450		-0.515	0.03	-0.235	-0.5	-0.716
6451	TADA3L	0.003	-0.043	-0.201	-0.238	-0.337
6452	C20orf150	-0.078	0.156	-0.263	-0.383	-0.255
6453		-0.767	-0.119	0.032	-0.533	-0.507
6454	FLJ20186	-0.027	0.044	-0.567	-0.016	-0.348
6455		0.036	0.08	-0.136	-0.144	-0.256
6456	DKFZP586M1120	-0.266	0.488	0.113	-0.296	-0.169
6457		-0.156	0.314	-0.098	-0.727	-0.671
6458		0.247	0.391	0.572	0.929	1.069
6459	ELAVL1	-0.303	0.209	-0.091	-0.677	-0.417
6460		-0.61	-0.074	-0.11	-0.871	-0.314
6461	PSMB2	-0.172	0.14	-0.171	-0.488	-0.656
6462	PDE4DIP	-0.902	-0.106	-0.184	-0.523	-0.203
6463		-0.136	0.024	-0.185	-0.159	-0.17
6464	TAF7L	-1.156	0.016	-0.471	-0.778	-0.995
6465		-0.54	-0.234	-0.61	-0.55	-0.564
6466		-1.158	-0.414	-0.512	-1.024	-0.765
6467		-0.748	-0.418	-0.593	-0.58	-0.922
6468	SOX30	-0.71	-0.045	-0.433	-0.801	-0.668
6469		-0.532	0.358	0.219	-0.628	-0.146
6470	SHOX2	-1.019	-0.293	-0.791	-0.885	-0.371
6471		-1.467	-0.02	-0.559	-0.751	-0.529
6472		-1.166	-0.129	0.642	-0.383	0.456
6473		-1.399	-0.509	-0.173	-1.424	-0.319
6474		-0.308	-0.057	0.018	-0.417	-0.205
6475		-1.712	-0.76	-0.123	-1.142	-0.681
6476		-0.683	-0.069	0.179	-0.592	-0.292
6477	TTN	-0.767	-0.517	-0.498	-0.664	-0.57
6478		-1.445	-0.397	-0.761	-0.911	-0.67
6479		-0.372	0.329	-0.479	-0.562	-0.111
6480	FLJ10101	0.272	0.22	0.144	0.826	1.004
6481		-0.028	0.234	-0.348	-0.167	-0.292
6482	DKFZP434H132	0.029	0.367	-0.057	0.586	0.663
6483		-0.501	-0.003	0.242	-0.642	-0.487
6484	ING1	-0.021	0.068	0.356	-0.131	0.086
6485	MY014	0.648	0.481	0.42	0.48	0.426
6486	LOC87769	-0.17	-0.135	0.208	-0.179	-0.247
6487		-0.229	-0.122	-0.055	-0.382	-0.443
6488		-0.802	-0.133	0.215	0.203	0.465
6489		-0.195	-0.037	-0.041	0.11	0.046
6490	FOXE3	-0.565	-0.377	-0.203	-0.785	-0.591
6491	DTX1	-0.27	0.043	-0.519	-0.387	-0.262
6492	SDPR	-0.308	0.077	-0.155	-0.459	-0.555
6493		-0.46	-0.162	-0.152	-0.411	-0.65
6494		-0.526	-0.539	-0.179	-0.773	-0.754
6495		-0.335	-0.049	0.077	-0.288	-0.343
6496	MGC26647	-0.088	-0.377	-0.151	-0.345	-0.276
6497		-0.28	-0.01	-0.341	-0.298	-0.519
6498		-0.593	0.138	-0.378	-0.448	-0.631
6499		0.112	-0.083	-0.191	-0.077	-0.297
6500	PPP1CC	0.558	0.413	0.106	-0.063	-0.217
6501	RBX1	0.072	-0.327	-0.274	-0.156	-0.426
6502	PSMB2	0.113	-0.109	-0.163	-0.183	-0.29
6503	INPP5E	1.038	1.564	1.096	0.886	1.043
6504	MTHFD1	0.412	0.29	0.225	0.264	-0.163
6505		-0.022	-0.009	-0.079	-0.32	-0.06
6506		-0.536	0.234	0.067	-0.25	0.067
6507	FLJ14840	-0.064	0.417	0.088	0.285	0.316
6508		-0.256	0.244	0.349	-0.208	-0.334
6509	NICE-3	0.854	0.853	0.321	0.893	0.966
6510		0.099	-0.053	-0.338	-0.078	-0.196
6511		-0.487	-0.024	-0.018	-0.313	-0.091
6512		-0.277	0.097	0.14	-0.167	0.045
6513		-0.641	-0.002	0.136	-0.362	-0.293
6514		0.322	0.152	0.32	0.113	0.412
6515		-0.263	-0.089	0.072	-0.274	-0.229
6516		-0.243	0.129	0.32	-0.214	-0.237
6517		-0.645	-0.531	-0.564	-0.664	-0.858
6518		-0.914	-0.252	-0.157	-1.068	-0.564
6519	MGC26733	-0.565	-0.183	0.394	-1.133	-0.099
6520		-0.519	-1.004	-0.17	-0.946	-0.297
6521		-0.296	-0.052	0.291	0.046	0.336
6522		-0.724	-0.684	-0.707	-0.717	-1.057
6523		-0.169	0.084	0.186	-0.123	-0.164
6524		-0.556	-0.107	-0.285	-0.371	-0.214
6525		-0.117	0.155	0.327	0.343	0.651
6526		-0.279	-0.041	-0.043	-0.842	-0.251
6527		-0.312	0.122	0.167	-0.163	-0.274
6528		-0.265	-0.028	-0.017	-0.589	-0.066
6529	DNCI1	-0.432	-0.24	-0.353	-1.202	-1.145
6530	CKIP-1	0.139	0.262	-0.268	-0.295	-0.429
6531	FLJ12178	-0.378	-0.086	-0.203	-0.507	-0.269
6532	CDV-1	0.05	0.138	-0.113	0.043	-0.123
6533		0.073	0.104	-0.132	-0.122	-0.201
6534	YME1L1	0.228	-0.072	0.278	0.318	0.197
6535	LOC56267	0.252	0.307	0.103	-0.134	-0.226
6536	APG3	0.276	-0.151	-0.074	0.477	0.451
6537	LOC51076	-0.065	-0.093	-0.643	-0.485	-0.473
6538	MAP1LC3B	0.208	-0.041	0.467	0.786	0.688
6539	MGC2668	0.265	0.588	-0.193	0.119	0.035
6540	HOXC10	-0.16	-0.126	-0.311	-0.665	-0.892
6541		-0.36	0.006	-0.131	-0.353	-0.491
6542		0.126	-0.134	-0.057	-0.102	-0.067
6543	MI-ER1	0.122	-0.023	-0.147	0.127	-0.096
6544		-0.18	-0.126	-0.151	-0.345	-0.767
6545	DKFZP547E1010	-0.028	-0.176	-0.286	-0.284	-0.627
6546	SEMACAP3	-0.16	-0.07	0.103	-0.409	-0.132
6547	MTMR9	-0.023	-0.222	0.209	-0.065	-0.199
6548	KIAA1001	-0.615	-0.263	-0.089	-0.019	0.376
6549	FLJ10700	0.002	-0.351	-0.25	-0.296	-0.261
6550	HSA9761	0.278	-0.071	0.048	-0.298	-0.37
6551	TRAP95	-0.057	1.642	0.713	1.077	1.733
6552	C20orf26	-0.583	-0.661	0.016	-0.368	-0.499
6553		-1.548	0.052	-0.984	-0.422	0.014
6554	DKFZP434G072	-0.094	-0.221	-0.814	0.147	-0.017
6555	CSNK1G3	1.061	-0.282	1.675	0.203	0.476
6556		-0.539	-0.163	-0.205	0.037	-0.311
6557		0.085	0.044	-0.258	-0.499	-0.314
6558	FLJ11186	0.34	-0.217	-0.375	-0.203	-0.378
6559	DKFZP586P0123	0.073	-0.431	-0.716	0.068	-0.171
6560	FLJ10748	-1.242	-1.9	-1.907	-0.959	-0.963
6561		-0.144	0.032	0.07	-0.121	0.223
6562	FLJ11109	-0.073	-0.409	-0.283	-0.106	-0.186
6563		-0.444	-0.377	0.387	-0.588	-0.781
6564		0.678	-1.222	-0.893	-0.827	-0.139
6565	RNF8	0.019	0.149	-0.024	-0.201	-0.445
6566		-0.269	0.054	0.099	-0.089	-0.085
6567		-0.356	0.257	0.336	-0.436	-0.122
6568	C11orf11	-0.053	0.118	-0.374	0.067	0.38
6569	KIAA1136	-0.964	-0.067	-0.085	-0.617	-0.295
6570		0.77	0.479	0.714	0.883	1.015
6571		0.019	0.009	-0.002	-0.402	-0.234
6572		0.017	-0.12	-0.292	-0.436	-0.445
6573	EIF3S10	0.097	-0.049	0.02	-0.495	-0.429
6574	CTNNB1	0.281	-0.271	0.19	0.005	0.306
6575	LOC92170	0.041	0.145	-0.346	-0.162	0.368
6576	ZIC2	-0.081	-0.029	-0.213	-0.445	-0.306
6577	CXCL10	-0.39	-0.297	0.47	-0.165	-0.891
6578	CALCRL	-0.419	-0.308	0.317	-0.292	0.099
6579	KIAA0296	0.09	-0.296	-0.555	-0.071	0.046
6580	H4FG	-0.26	0.289	0.197	-0.251	-1.289
6581	ART3	-0.678	0.202	0.451	0.052	0.955
6582	CTF1	-0.089	-0.1	-0.288	-0.26	0.073
6583	PYGB	0.208	0.028	-0.341	0.292	0.573
6584	HBP17	-0.242	-0.257	-0.01	-0.029	-0.571
6585	NDUFV2	0.224	0.064	-0.136	0.298	-0.127
6586	CRP	-0.011	0.292	0.311	-0.615	-0.759
6587		0.296	0.233	-0.238	0.028	0.212
6588	RAB35	0.058	0.635	0.435	0.754	0.831
6589	GLO1	0.103	-0.288	-0.238	-0.29	-0.559
6590	CSPG2	-0.304	-0.257	0.307	-0.681	-0.405
